Date,А - БАНК,АЛЬПАРІ БАНК,АЛЬТБАНК,АГРОПРОСПЕРІС БАНК,АСВІО БАНК,КОНКОРД,ІНДУСТРІАЛБАНК,ЛЬВІВ,БАНК 3/4,БАНК АЛЬЯНС,БАНК АВАНГАРД,БАНК КРЕДИТ ДНІПРО,БАНК ФАМІЛЬНИЙ,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,БАНК ГРАНТ,БАНК ПОРТАЛ,Траст-капітал,БАНК УКРАЇНСЬКИЙ КАПІТАЛ,БАНК ВОСТОК,БТА БАНК,АКОРДБАНК,ГЛОБУС,ПРИВАТБАНК,СІТІБАНК,КЛІРИНГОВИЙ ДІМ,КОМІНВЕСТБАНК,КРЕДІ АГРІКОЛЬ БАНК,КРЕДИТ ЄВРОПА БАНК,КРЕДИТВЕСТ БАНК,КРИСТАЛБАНК,ДОЙЧЕ БАНК ДБУ,ЄВРОПРОМБАНК,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,ПУМБ,АЙБОКС БАНК,ІДЕЯ БАНК,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,ІНГ БАНК УКРАЇНА,КРЕДОБАНК,МЕТАБАНК,МОТОР-БАНК,МТБ БАНК,ОКСІ БАНК,ОЩАДБАНК,ОЩАДБАНК.1,ПІРЕУС БАНК МКБ,ПІВДЕННИЙ,ПОЛІКОМБАНК,ПОЛТАВА - БАНК,ПРАВЕКС-БАНК,ПРОКРЕДИТ БАНК,РАДАБАНК,РАЙФФАЙЗЕН БАНК АВАЛЬ,РВС БАНК,ФІДОБАНК,СЕНС БАНК,СКАЙ БАНК,ТАСКОМБАНК,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,УКРБУДІНВЕСТБАНК,УКРЕКСІМБАНК,УКРГАЗБАНК,УКРСИББАНК,ЮНЕКС БАНК,УНІВЕРСАЛ БАНК
2021-10-01,743895.11417,184262.84757,234330.64825666664,298533.56553666666,471394.24174333335,2761950.173703334,1739243.96552,637608.2047066666,1291875.77242,5166373.51912,2164904.212326667,6469624.048776668,292884.40372999996,1116310.9999566667,600434.0925,19348.908686666666,110838.54109333336,684589.9469666666,4081354.9293266665,421159.15677,7530407.580543333,1592565.80484,213163702.63371333,16860133.904566664,1063750.0787333334,110000.0,7087121.310886667,482996.7025333334,483771.70452333335,3361616.467003334,2683583.3819133337,266889.69484666665,893646.5474933333,21735759.172806665,4154519.46697,251647.2874133333,1733652.0983400005,4596785.765543333,6104160.332303333,813379.69001,491685.65704666666,3801541.45349,71809.82170666667,119132908.58738,8230281.386813334,849354.1537366667,8496149.212909998,105746.96818333332,1217944.7769966666,2308888.57263,617234.3378966666,1450894.5060766668,25103081.702726662,2544605.3892933335,1654587.0488166667,24106024.091723338,1341972.7602,6045174.56245,425558.52788666665,1055313.52008,88976622.74317999,37846915.38448,12373939.55722,872021.4997233334,13517836.765336668
2022-01-01,1318800.6843866666,191913.86579666668,344690.8676333334,365841.21880333335,489272.96354,2707453.2661933335,2175283.6876333333,722568.6676166666,1250435.8194199998,4713348.571643333,2134875.2604966667,8412554.779456666,275574.34378,1190752.449896667,470601.4747599999,666.8036533333333,206385.14355333336,732975.9164999999,4597461.564696667,401508.9114733333,9681404.447233332,1894655.952073333,218277481.52644,20110929.077483337,1201377.1611233333,135000.0,6869674.620036666,387524.6658,402043.93698666664,3454154.2655900004,2511350.48207,474471.18380666664,876252.7348000001,24096363.67578,2541910.61534,371491.4595600001,1929495.1248766668,4581398.3267,6754416.08397,742508.55793,789618.53707,3828772.94889,90952.94925333334,113770955.35643332,10504504.963163331,1315760.0949733332,8166537.2484,26910.055666666667,1280582.7781133333,2508241.2228466664,1206026.93915,1559844.6334999998,21310533.621333335,3150374.282196667,1730879.0287033336,20022849.174233332,1621850.6838933332,6715555.233426667,564388.5657633333,948332.2044633334,81942458.47165334,31684299.7482,12007262.085596666,1200676.30111,14535583.224443331
2022-04-01,1833413.0793466668,157935.12781666667,460926.27727333334,431644.9711233333,345834.83965333336,1782498.42172,2873660.8665466667,819774.1355566666,1220920.3874233337,5303783.453046667,2084316.6816066669,8204979.586843334,288892.36496333336,1988797.0389566664,583285.3130000001,3001.1598266666665,216440.68862333335,906412.39699,5383690.656426667,361674.8842733333,11100360.865333334,3307657.549166667,231791600.99415,17110686.72568333,1500385.4972433334,134312.99667666666,6683429.43784,587154.6096666667,419528.59091666667,2738744.7381233335,1726697.18103,295361.17473333335,822071.7310466667,26821020.38617,1970564.2433133333,323911.6348733333,1861377.3395333337,3123863.390666667,8883510.182993334,863732.0773300001,1122695.2289033334,4883565.06709,307650.49447333335,118646633.51668668,12107860.83901,1552538.2205233334,15036711.14578,137678.606905,1471161.9989133335,2339207.111826667,1365517.99119,1780916.6164433334,22687420.937663335,3786296.33811,1771081.689323333,19026309.883583333,1838131.7968500005,9046555.941336667,652192.84848,1370029.1585133334,76528740.07001334,30265265.607466668,10777473.545976669,1161448.5730866666,15066518.633296669
2022-07-01,2162322.465083333,138547.35040666666,550913.3077566667,410081.7264466667,262233.7955566667,2346978.046523333,2507091.021686667,501993.9310333333,1221123.57608,4453105.762630001,2545548.921,8037066.87986,256529.59944,1632329.2147466664,489785.5795266667,15006.328833333331,226150.25198000003,801424.15079,5469935.994626666,272108.0347466667,10061470.078463333,2126916.7037,235778330.67283663,16427182.92081,1357774.3875399998,65965.76389666666,14078762.26073,373670.3741666667,298045.77889,1971996.2965366663,1083154.51739,182307.11650333332,645320.9683366666,22867290.27921,1596257.6357533336,314253.2040466667,1830998.09371,4131357.8201,5509768.370433333,779411.99194,951150.8447333332,4142654.80823,269739.40359,126087984.98004,15640329.013016663,1969013.06219,7691190.495006667,12648.004683333333,1122127.9245433337,2334805.1624433333,1043687.5829366668,1268358.93662,29989683.263013333,3593811.3634733334,1165234.27298,17011623.570846666,1769871.2292366668,8360265.450646668,598503.7298766667,750327.41379,71892751.47368334,31210040.638186663,22042206.79867,1230961.8360833332,24169643.309933335
2022-10-01,3648343.76537,171596.14470666667,300402.9677133334,298257.9932266667,276454.90364333335,1224042.5133666666,2140455.2677033334,704785.67278,1209771.569523333,4580700.34745,3664748.473026667,6204394.213846666,271174.83951,1312973.7064466665,563130.97112,17014.52319,226574.25608,887839.3982533334,3498424.709796667,255132.11487333337,6950514.836429999,2591193.9296433334,283351824.7345,23590991.52709,1244615.6665766668,145000.0,14989079.096203333,419357.7265833333,189159.95033,2003696.15997,2000432.7430833336,240921.6625,628716.7409866666,23699260.399203338,1561845.3980399997,611491.3764300001,1756474.2796500002,4556914.23558,6269493.578693333,680264.5113,839930.9202900002,3700374.26447,320893.3120466667,114644084.23884666,16766431.568000002,1015838.1089433334,5769810.105463333,24366.31049,1115022.7393933332,2376676.4456766667,767275.801,995926.8611166668,33799311.665703334,2798058.677896667,1663803.8659400002,15331570.35866,1384887.5322966666,7885932.68222,486544.33152,690917.0408033334,65468169.99382333,24479442.874816667,28142294.216779996,721494.04819,25157794.781729996
2023-01-01,4912900.864886667,167955.00065333332,479864.5524,547306.7951033333,231145.56234000003,1886682.6601566663,1901618.3722866669,1132207.6902833332,1146524.7074266665,5044808.065326667,6553423.264626667,6355711.505656667,283005.3528966667,1513175.3608166666,534351.0351999999,10011.76257,223140.52122,793303.6665966666,3718954.640866667,198227.17302333337,6870347.101433334,2185755.08598,308522501.08739334,27777024.577723335,1155313.9305433333,250000.0,21073296.78995,498313.80972,254807.69312333336,2114607.60596,2791757.7495533335,311654.28365000006,657215.86586,27813826.75053,1286774.70583,726499.9580433333,2389492.569936666,4947448.95554,7805941.88629,653047.13562,628941.2620266667,3669818.2638,274033.76071999996,125897385.53969,24343303.07006,1307433.5847466665,9100141.79507,40692.29223666667,1275126.2251233333,2813989.6963666673,2118000.4612933337,1188358.7416233334,40712689.64769,1211995.0738766666,2603357.879033333,8451164.88863,1124932.32481,5321425.7234166665,217946.08586,634409.3933866667,74537374.71610333,27290526.336323336,34891438.78334001,1422394.9166700002,27458663.679376666
2023-04-01,6273885.28124,165779.41041666668,831822.56586,934981.6587166666,342628.23885333334,3082644.48009,1263720.6338866667,851461.75383,1135588.33341,3790608.139876667,6331263.85943,7955512.282070001,297100.38151,2096436.5467,879030.6862966666,17688.72148,256825.33382666667,808752.5677733333,4800488.278796666,205020.0574533333,6935011.03233,3498882.45119,317661560.98463,29256739.771706667,2595953.325796667,242050.23208333337,24870284.29346667,770319.4890433332,488131.46603666665,2274457.65802,3145985.7964466666,429450.96876,642622.5735533334,32686533.209406663,1856760.197645,817516.8205133333,2811291.7180433334,5604726.031,8878548.537336668,761621.3301,484555.1201366667,2365051.1288500004,267737.02848333336,140654169.03409335,29588068.93146333,1970164.9708366664,15252311.370866666,134773.78995333333,1828301.56558,2932547.854933333,2942524.7545033335,1772271.7061966667,43596594.598913334,1247265.3510433333,3639709.10556,12258646.857033333,1488868.0733266668,8262638.146696667,191883.86700333332,1185872.56037,78034633.97112334,29190410.359256662,37820471.26973,1288102.5473933334,31012267.975936662
2023-07-01,8024662.246789999,165823.02350333333,583824.6573,804179.7118633334,406364.33939,2265235.6257933336,543126.3713433333,,1240465.1586799996,5878298.1796366675,655168.7956066666,9789245.44276,317548.8048933333,2182975.356833333,990413.4222133332,6674.054823333333,223952.72076000003,812211.4285633332,6263445.150523334,195987.72735333335,7740657.227536666,3791032.326406667,312157518.18307,36261324.88909333,2106993.088486667,230557.29787333333,29130594.86112,880823.8391999999,529153.4492466667,1308601.7289366669,3221334.25625,329484.75049,636158.37235,35380741.17566667,,370165.9383,4717778.62207,5291081.375999999,14720109.216676667,868200.8108566668,147840.3162133333,2769647.75159,215030.24796333336,133620103.14369331,34044394.52680666,2356848.223123334,16123615.438936666,142398.67579666668,1628159.8608866667,3192968.506266667,3394014.161573333,2335968.9800633336,43971019.31824333,1115786.8562166663,3634602.4912,14761709.82497,1457508.3578700002,10680191.206533331,203683.32517,849790.3355333334,91850976.95519334,49184956.876370005,37044272.89147333,1613614.6900733334,29022824.65219
2023-10-01,9249037.06573,163416.8769,667309.70676,813777.4611866666,433795.6167866667,2560347.8422100004,733310.6701666666,,1037998.4654666666,4600238.304153333,603821.5852066666,9896889.385916669,308420.21984333335,2514537.50408,1194400.2278699998,8340.511423333335,200174.30759,544094.87926,7889918.686723334,199713.95944666667,9872054.79174,5724892.628763333,318417727.69010335,40955790.0139,2903909.0103733335,285641.69385333336,39078527.70699,1123904.8411666667,689599.6722333333,1155537.468116667,3318361.3188799997,297693.1411033333,315170.90272666665,51745337.99406,,440820.3573133333,5745412.253766666,8085397.062266666,15301486.844796669,881210.1635033333,196458.20039333333,4536289.683276667,286705.2952666667,144496950.96025667,36834334.86447,3033521.3857266665,20218437.832926665,163128.95887333332,1847752.4162233332,3788705.6805166663,4788275.83383,2714701.5192866665,58710163.040910006,1454616.42885,4836661.818336667,19378456.751806665,1475366.467853333,13995593.720886668,250931.92662333333,581831.00379,93110770.71116666,50664816.43157333,45826169.47388667,2170603.5284700003,30721873.209043335
2024-01-01,9002635.10322,161094.10074333334,580811.6066833333,812765.1844333332,781021.4082,,763544.6536466666,,937045.5881366666,5277678.093313333,790973.7173433333,10014083.70934,306688.13793,2202768.4010933335,1172023.1913466663,11008.621036666666,196413.50640666668,1485573.74608,7439221.71969,212191.13863333335,12624030.881863331,7245201.0108,343038809.96835333,48788480.266660005,2029457.3434066668,295509.67491999996,38599228.21072667,956525.0441666668,556065.1010599999,1112421.2847933334,4333896.892056666,371876.4468166667,203476.0730966667,52004880.32638001,,677516.0984100001,5107569.150523334,7815210.803886667,14109182.010203334,752133.37406,220308.55654666663,3294986.31541,348967.56937333336,152491104.92507002,37668086.55387667,2602593.41221,13965428.972886669,189922.98629666667,2037435.2056366669,3810835.5755099994,5091242.117323333,3277259.8869700003,57535960.88957,1449608.329486667,5506599.07882,35011954.62667333,1772954.4290166667,10931512.56018,281387.85292333335,,95282043.88371332,61902778.63401333,46805242.34124001,2277622.8727033334,29960127.37392667
2024-04-01,9075958.9213,160109.46986666668,663538.9471966666,1051005.9533133332,1037291.57392,,1033226.4788466668,,1122684.7226433335,5359027.320933334,822881.3509399999,11366541.8965,313113.65637333336,2287915.005146667,1403421.1221566666,22014.777759999997,209760.07924666663,2094764.0792933332,9710893.862646667,253650.76245,15324089.844583333,8536459.30556,383768278.0464733,48248917.08708667,2681959.3165133335,312003.1153566667,46848270.886353336,1002472.4674666668,1036095.8131466669,1240183.6776766668,4772274.348,649662.8992566667,254997.00535333337,59713595.11714667,,1069317.78925,5837814.533583333,9067326.08167,14281515.080386668,643535.9323566668,224097.16935,3825143.233633334,388137.5158,169933284.92354,40001864.63825333,3592594.9485,16341353.949639998,213359.73997,2445703.9582333337,3752107.2983066663,6275533.882183333,3856857.6435,61687101.72138333,1991773.73942,5939118.067299999,46835535.26174667,2017772.33324,12169814.63049,327763.97183,,100638313.91583668,69570348.33731668,56649436.91815667,2562447.7945366665,32287952.408726662
