Date,NII
2009-04-01,0.0147207543501601
2009-07-01,0.0148577175992274
2009-10-01,0.0138319314972353
2010-01-01,0.01380249665711155
2010-04-01,0.0132641017246083
2010-07-01,0.0126169009847553
2010-10-01,0.0126856682263528
2011-01-01,0.0119664838627161
2011-04-01,0.01155342032672855
2011-07-01,0.0118883241977783
2011-10-01,0.0118888580672713
2012-01-01,0.0116287822681103
2012-04-01,0.0107757947153384
2012-07-01,0.010831451011505601
2012-10-01,0.0113217834847795
2013-01-01,0.011347979736489
2013-04-01,0.00963682500158535
2013-07-01,0.0100064242646855
2013-10-01,0.00980714958952075
2014-01-01,0.0106612337522594
2014-04-01,0.01114351849273535
2014-07-01,0.0115195722990384
2014-10-01,0.0118020718733061
2015-01-01,0.0123275104742469
2015-04-01,0.0117344334432798
2015-07-01,0.0140019831494234
2015-10-01,0.0151048474155096
2016-01-01,0.01570811916504905
2016-04-01,0.0154907310692797
2016-07-01,0.0144264190601213
2016-10-01,0.0149912708412046
2017-01-01,0.0138480810879797
2017-04-01,0.0156291016530748
2017-07-01,0.0153891533985638
2017-10-01,0.0166879307560502
2018-01-01,0.0137502814809039
2018-04-01,0.0104265243904641
2018-07-01,0.01585085508154125
2018-10-01,0.0155402335873026
2019-01-01,0.0157737571904095
2019-04-01,0.015928469726742
2019-07-01,0.01670914325233885
2019-10-01,0.0164321983649921
2020-01-01,0.0159005181522544
2020-04-01,0.01451540684400805
2020-07-01,0.01339058070043315
2020-10-01,0.0128922192431791
2021-01-01,0.0120008741443655
2021-04-01,0.011794121110293852
2021-07-01,0.013260968208620199
2021-10-01,0.01321652223664955
2022-01-01,0.0135387499355625
2022-04-01,0.0125392531139135
2022-07-01,0.0127473294522502
2022-10-01,0.0150390435702565
2023-01-01,0.0167350120210459
2023-04-01,0.0171969344657101
2023-07-01,0.0178680941585899
2023-10-01,0.0180637970947237
2024-01-01,0.0171291582361081
2024-04-01,0.0162964423076394
2024-07-01,0.0164553902615723
