Date,NCI
2009-04-01,0.00318549350557905
2009-07-01,0.0031805293211429
2009-10-01,0.0037081015500974
2010-01-01,0.0034266777414269
2010-04-01,0.00274422402683925
2010-07-01,0.0028951806276514
2010-10-01,0.0032780678439278
2011-01-01,0.0033134830603723
2011-04-01,0.00274998129376845
2011-07-01,0.00293581570713595
2011-10-01,0.00316339777839125
2012-01-01,0.003205014382613
2012-04-01,0.0026098571721556
2012-07-01,0.0025717459433767503
2012-10-01,0.0028532065159504
2013-01-01,0.0030734636988225
2013-04-01,0.00260133609710915
2013-07-01,0.0028088622633911
2013-10-01,0.0029263654416104
2014-01-01,0.0031550973100077997
2014-04-01,0.002225011718653
2014-07-01,0.00255934228316665
2014-10-01,0.0032223498599065
2015-01-01,0.003827004614053
2015-04-01,0.0037409086456013
2015-07-01,0.0031607616780729
2015-10-01,0.00365541426695855
2016-01-01,0.00331572682855895
2016-04-01,0.0030863020688799998
2016-07-01,0.0035524233062528
2016-10-01,0.0041849018628608
2017-01-01,0.0047121103406405004
2017-04-01,0.00475778416282315
2017-07-01,0.00538856342518435
2017-10-01,0.0061063500438945
2018-01-01,0.00489106954036885
2018-04-01,0.0034774332746966997
2018-07-01,0.0059801331161827
2018-10-01,0.0063513034800143
2019-01-01,0.0056844405967958495
2019-04-01,0.0056638627412041
2019-07-01,0.0064865708981021505
2019-10-01,0.0061122298709325
2020-01-01,0.0062989852879394
2020-04-01,0.005809715830411
2020-07-01,0.00479066653885085
2020-10-01,0.0051377043341922
2021-01-01,0.0054074397277873
2021-04-01,0.00518715477509635
2021-07-01,0.00502576607513215
2021-10-01,0.0044160447601722
2022-01-01,0.0052498329174248
2022-04-01,0.0044056196904271
2022-07-01,0.0025897216346296
2022-10-01,0.0036959047489921997
2023-01-01,0.0038350384793083
2023-04-01,0.0038977738804337
2023-07-01,0.0033620874792517
2023-10-01,0.0030950350134571
2024-01-01,0.0036521256447102
2024-04-01,0.002706059036588
2024-07-01,0.0030130525117118
