Date,Bank,AE,LEV,CASH,NCI,NII,TA,SEC,OVDP,IR,IR_lag1,IR_lag2,IR_lag3,IR_lag4,IR_lag5,IR_lag6,IR_lag7
2009-04-01,УКРГАЗБАНК,0.011360067913606,0.1165193220547323,0.0803619530155388,0.0025335558707528,0.0095491504557183,0.0151287658468508,0.0530489419069139,,34.30028589156214,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528,0.949066666666667,1.58863333333333
2009-04-01,УКРЕКСІМБАНК,0.0039495989768551,0.1604160916796643,0.0894590845368205,0.0022448406348972,0.0151098702868484,0.0618304788039546,0.0474066034273157,,34.30028589156214,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528,0.949066666666667,1.58863333333333
2009-07-01,ОЩАДБАНК,0.0084087857809405,0.3067117995532955,0.1222842516459686,0.0034915550559135,0.0187213175548648,0.0650894931825676,0.0656343096897609,,3.7937268323252304,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528,0.949066666666667
2009-07-01,ПРИВАТБАНК,0.0152094518609573,0.1078219984239754,0.1093086996509598,0.0056892363037432,0.0164347107042614,0.0966561358544554,0.0051191870134209,,3.7937268323252304,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528,0.949066666666667
2009-07-01,УКРГАЗБАНК,0.0104469475397234,0.1130740553356089,0.0845020360278996,0.0014884906803349,0.0066097388312539,0.0147579365910068,0.0548655028816751,,3.7937268323252304,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528,0.949066666666667
2009-07-01,УКРЕКСІМБАНК,0.0044193469576832,0.1428898738920917,0.1470035666705093,0.0019079765869603,0.0153924730102424,0.0689655750902247,0.0469423300719644,,3.7937268323252304,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528,0.949066666666667
2009-10-01,ОЩАДБАНК,0.0074746049019657,0.2773721753811679,0.1070025298797028,0.0032631836570597,0.0189535530081,0.071870113806748,0.1412462781246489,,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528
2009-10-01,ПРИВАТБАНК,0.0113319687567246,0.1066026606299446,0.0895118538800505,0.0086245838241727,0.0214253658629945,0.0964761409880697,0.005065610338459,,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528
2009-10-01,УКРГАЗБАНК,0.0090660281723313,0.2141986120537236,0.1330060189568589,0.0015734148069908,0.0120684362032531,0.0153174377502293,0.1162348018306382,,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528
2009-10-01,УКРЕКСІМБАНК,0.0037140145849393,0.1671158057037182,0.0957061440109631,0.0029360887764537,0.0133876241001277,0.0652752107182625,0.0378932843617111,,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528
2010-01-01,ОЩАДБАНК,0.0082822515198139,0.2734404378397772,0.1006958531705939,0.0032742065920365,0.0187364942023471,0.0707861590122238,0.1542775034763789,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,ПРИВАТБАНК,0.0107146793899681,0.1193352005099427,0.1074899602492878,0.0081194889543716,0.0161733888095887,0.1016625833844592,0.0051813180727271,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,УКРГАЗБАНК,0.0116835362044962,0.007892604664581,0.0538944348721369,0.0026372920338992,0.0169081634138465,0.0142813966083143,0.2717524071927289,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,УКРЕКСІМБАНК,0.0071636409894439,0.1900348536420475,0.0844527006817083,0.0023645690398702,0.0179674972549207,0.0675618124658341,0.0461157924455056,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-04-01,ОЩАДБАНК,0.0082738796675864,0.2876510435354983,0.1665665174629501,0.0039586859936264,0.0187841578357235,0.0682911959950846,0.0798578939284489,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,ПРИВАТБАНК,0.0085768746893567,0.1139945956061119,0.1360641572597211,0.0067493170033707,0.0177548790428092,0.1090021056842988,0.0045872898198852,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,УКРГАЗБАНК,0.0088068044496929,0.1278385245123688,0.0713082730854546,0.0014831368860264,0.0202874609730995,0.0167941780923684,0.2291348403447386,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,УКРЕКСІМБАНК,0.0032496309736904,0.275872275310059,0.1010221583058823,0.0018262614510043,0.0121357905729385,0.0742478356615218,0.1098126785566445,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-07-01,ОЩАДБАНК,0.0081471080190486,0.281588801984565,0.1279655545193037,0.0035702260172314,0.0167883180243764,0.0688611775056516,0.1216494512288214,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,ПРИВАТБАНК,0.0094852716850795,0.1117285545053163,0.1611076959936137,0.0058371218360984,0.00998608946653,0.1142493001308189,0.0076185368610669,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,УКРГАЗБАНК,0.010829968958633,0.1388827165618689,0.0539107078068973,0.0016506668042281,0.0186458973538602,0.0164058165964282,0.2568865664744378,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,УКРЕКСІМБАНК,0.0018996652885618,0.2617299782460273,0.1628408538699212,0.0017622685896552,0.0115469088013515,0.0774296115126848,0.1062029856078623,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-10-01,ОЩАДБАНК,0.0087727363238223,0.2792179231110103,0.1221700334894491,0.0036579914225561,0.0174853438601172,0.0672071120498047,0.1303763357963897,,1.290237219903764,1.31490475562946,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667
2010-10-01,ПРИВАТБАНК,0.0101298571476355,0.1101766183953066,0.1833384208947546,0.0070465056499135,0.0126721467755658,0.1179101621987601,0.0042415012979316,,1.290237219903764,1.31490475562946,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667
2010-10-01,УКРГАЗБАНК,0.0099461537124443,0.1240024875903289,0.0469707186669429,0.0017424996364906,0.0204926151731421,0.0163739092384557,0.1918834088264759,,1.290237219903764,1.31490475562946,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667
2010-10-01,УКРЕКСІМБАНК,0.0030229661575489,0.2527617752359663,0.1428467524225525,0.0019401035207054,0.0123191245800598,0.0779057821987864,0.1144174112319823,,1.290237219903764,1.31490475562946,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667
2011-01-01,ОЩАДБАНК,0.0093578975482408,0.2817108309605293,0.0924389214595883,0.0042091943302521,0.0179179860198895,0.064693761917818,0.1854169223394047,,2.9330989425827876,1.29023721990376,1.31490475562946,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621
2011-01-01,ПРИВАТБАНК,0.0100127628301757,0.1047272384720422,0.1738929396560857,0.0077893832766814,0.0165138652637315,0.1243440941886874,0.0070848702553734,,2.9330989425827876,1.29023721990376,1.31490475562946,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621
