Date,ПРИВАТБАНК,ОЩАДБАНК,УКРЕКСІМБАНК,УКРГАЗБАНК,РАЙФФАЙЗЕН БАНК АВАЛЬ,СБЕРБАНК,УКРСОЦБАНК,СЕНС БАНК,ПУМБ,УКРСИББАНК,ПРОМІНВЕСТБАНК,ОТП БАНК,КРЕДІ АГРІКОЛЬ БАНК,ПІВДЕННИЙ,ФІНАНСОВА ІНІЦІАТИВА,ВТБ БАНК,СІТІБАНК,ПРОКРЕДИТ БАНК,КРЕДОБАНК,ТАСКОМБАНК,БАНК КРЕДИТ ДНІПРО,ІНГ БАНК УКРАЇНА,МЕГАБАНК,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,БАНК ВОСТОК,УНІВЕРСАЛ БАНК,А - БАНК,ПРАВЕКС-БАНК,ІНДУСТРІАЛБАНК,МТБ БАНК,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,ІДЕЯ БАНК,ПІРЕУС БАНК МКБ,ВІЕС БАНК,БМ БАНК,КЛІРИНГОВИЙ ДІМ,БАНК ФОРВАРД,ГЛОБУС,МІСТО БАНК,АРКАДА,ПОЛТАВА - БАНК,ДОЙЧЕ БАНК ДБУ,КРЕДИТ ЄВРОПА БАНК,ЛЬВІВ,ФІДОБАНК,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,КРЕДИТВЕСТ БАНК,КОМІНВЕСТБАНК,БТА БАНК,БАНК АВАНГАРД,МОТОР-БАНК,БАНК ГРАНТ,РАДАБАНК,КРИСТАЛБАНК,БАНК 3/4,АСВІО БАНК,УКРБУДІНВЕСТБАНК,КИЇВ,БАНК СІЧ,АЙБОКС БАНК,ЄВРОПРОМБАНК,БАНК АЛЬЯНС,КАПІТАЛ,МЕТАБАНК,БАНК ЮНІСОН,КОНКОРД,КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК,АКОРДБАНК,ОКСІ БАНК,ПОЛІКОМБАНК,АГРОПРОСПЕРІС БАНК,АЛЬТБАНК,РВС БАНК,ВЕРНУМ БАНК,СКАЙ БАНК,БАНК ФАМІЛЬНИЙ,ТРАСТ,ДІВІ БАНК,ЦЕНТР,БАНК ПОРТАЛ,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,АЛЬПАРІ БАНК,ЮНЕКС БАНК,МЕГА БАНК,КОМІНБАНК
2018-01-01,0.29065189018221504,0.32551178756418414,0.29286027376189044,0.24685934234148235,0.08204723595028716,,0.0052510905844940295,0.06771346200864455,0.14689613521937125,,0.002933029235190011,0.018571507204139838,0.02990326308342918,0.019411210337114012,0.08060538632202063,,0.17506038244203842,,0.19749800258478606,0.03874509130698097,0.023328415778863666,,,0.19634848516752942,0.0033519616711087403,0.06644855736025716,,0.06092488395010389,0.03342794691009236,0.17180362345025244,0.010753751710987436,0.046078866250009176,0.07909418025320991,,,0.03321767485694408,,0.15081890686254262,0.0802625904184293,,0.013115410821136812,,,0.014482061766757532,0.11066119046452398,,,0.00053510387624073,0.23713096620104154,0.5371261426222492,,,0.09910409780680669,0.08564454923788795,0.2251179556457214,,0.03920068340048839,0.00984324157239071,0.15560988825847977,,,,,0.19356930978353415,,,0.1290055421015152,,,,,0.11909612790930703,,0.14175066108020506,,0.21944859304253025,0.002624517526012252,,,,0.5859721546297717,0.378408785422887,,,
2018-04-01,0.2935256218193732,0.32568759641002926,0.25610702595845175,0.20900617321130494,0.09068337018456375,,0.008183732421402856,0.05954268437812131,0.13406978287561222,,0.002066279450402181,0.03528279888279322,0.0286089006148587,0.026373373581906234,0.07955455493176254,,0.18387632946334115,,0.14447498966979905,0.033662334426196136,0.024607747389747896,,,0.15187644143578563,0.0030645404441400283,0.07433421222158235,,0.19437187859106378,0.026291832552102604,0.1903478302512766,0.01600770296926887,0.04447197616050016,0.06889981429355158,,,0.039899653824236665,,0.11746410687768562,0.08114290417632168,,0.0620444747531195,,,,0.11936463560376734,,,0.00053056787315482,0.12788532380263437,0.5607600512899357,,,0.10992697246271815,0.07462161040126192,0.2736820945680235,,0.05778640967845528,0.010834658659447155,0.14525012412368474,,,,,0.17544507326675265,,,0.08199136323181852,,,,,0.13218449237130797,,0.13624632894191507,,0.2418982325924179,0.002561980761574065,,0.035446500697121595,,0.5740686684927586,0.38068661398681447,,,
2018-07-01,0.30111083823099005,0.30561974334391623,0.272404940604842,0.22595922425961565,0.08430367254002974,,0.004740401940842389,0.05357032576851858,0.1437618719391755,0.0034695203115421005,0.0021898402533494237,0.027346308157286257,0.026822683437426418,0.017266208586226225,0.07862740934860483,,0.14849747219713863,,0.16370997091224382,0.04629821917109345,0.023136092653243758,,0.003958306602506119,0.1977067927296549,0.003056962531185266,0.06315379615546513,,0.15315506383634225,0.04230605184657751,0.19678864654743242,0.0344465914670759,0.040995730848313844,0.05507377804060946,,,0.050342952296974566,,0.07820671847877586,0.08386662944376545,,0.05957574487943591,,0.0006298861867841806,,0.05727177762436108,,,,0.16157530032323428,0.4151127929602196,,,0.0994705734116213,0.07683549973491191,0.297350866982457,,0.06851799786401015,0.007181208493663678,0.15233718561320456,,,,0.07661777777359403,0.14132686552306642,,,0.07512706397593126,,,,,0.11746422096826917,,0.13376252197726374,,0.18340975986834365,0.002485962893871174,,,,0.5088457462254117,0.34495866874216646,,,
2018-10-01,0.30643237052493427,0.3234616710758165,0.2579449306434806,0.23029556554862984,0.07902665004119061,,0.00017941429746318432,0.05402118485376411,0.15154428123764385,0.016843587514498565,0.0016745191290648595,0.027733113637723752,0.02571985725105294,0.020788483393390164,0.08791745894656937,,0.1653112840796968,,0.1696976010222462,0.03659301311715993,0.022574626240360867,,0.004607407242519891,0.2536419481929835,1.2119023033509255e-05,0.04105614379059985,,0.09930837544282478,0.034925641406135036,0.19956800986126566,0.017622650800279523,0.038104199287701805,0.0540599305647563,,,0.04833935931824851,,0.060734028291917375,0.09189843530979695,,0.07752364072921672,,,,0.04407711400860011,,,,0.19103900059600995,0.3942116372462563,,,0.08912621232487726,0.08958452253319592,0.2845416353616175,,0.049589927336715724,,0.19065523176749608,,,0.041541859149697755,0.07963848150867717,0.14440398162131715,,,0.07845503943974905,,,,,0.07995123098599312,,0.13827714631187493,,0.26778342169767916,0.0018802181729033573,,,,0.49676985412893143,0.27091218983882065,,,
2019-01-01,0.3035501229104074,0.3199410808169327,0.24033367732777294,0.23451372464814738,0.06747863752987648,,9.994162569169231e-07,0.046080032617332234,0.13696252026467276,0.016146595489155275,0.001402074602450047,0.026936253416515763,0.0251891268609692,0.05436779162702133,0.08733336737971355,,0.0928444033894828,,0.18887568070547756,0.030257065482767805,0.02817869423144085,,0.004330876072059662,0.3607065300613277,0.004176468979976651,0.028730260269283533,,0.09824408281362904,0.03290301585889949,0.20268010718781143,0.026988815700920876,0.0362938247010016,0.05443629988670143,,,0.04608319379270279,,0.06157463753469124,0.07636751450734938,,0.10210797398252283,,,0.012853034214353649,0.10501486095745072,,,2.43137913323244e-05,0.19974427802532074,0.4635031288858988,,,0.09968217091557796,0.09493111966565362,0.3022559096343564,,0.010027018781344987,,0.15818017334758264,,,0.051707438134424445,0.08243209237569107,0.13224596885889686,,,0.11973218031566372,,,,,0.04523104138743189,0.06594354668255739,0.10158989540017746,,0.34275961892161033,0.0019659410672474512,,0.04467425702467843,,0.5146353947452619,0.22858518323779387,,,
2019-04-01,0.3167806471286259,0.3197670457449303,0.22109046707818805,0.20542300777493983,0.0434191049145549,,,0.07246394236996323,0.15170389767015824,0.017188768558287784,0.0009949781784972965,0.0340867700408308,0.027281791191636907,0.08102736240893132,0.047107625221474936,,0.13629174899502028,,0.21651724806876754,0.03554130538753385,0.042397055305893,,0.003483172230235328,0.3917308147684701,0.0241397382133877,0.07789805083992779,,0.13740286486134118,0.07013448581356377,0.1944307144230128,0.05518205839940307,0.032618878478874964,0.03747976775031891,,,0.06381793077865028,,0.13205895454249084,0.11346193482269307,,0.09889467557302378,,0.030607532759207863,0.06014570090125733,0.1825119644613909,,,4.87562757016485e-05,0.26648747094478326,0.6332864230530972,,,0.13720846229580905,0.09580827576664039,0.29647298388263127,0.029155854459975355,0.03349375558902574,0.019092456751861737,0.14772601276622996,,,0.014742643997258454,0.10011609695618577,0.15196145086520946,,,0.11342593676744968,0.05879645226081701,,0.020148224325829096,,0.08082968899198588,0.02100270807206887,,,0.1983859810717684,0.0014776531956628603,,,,0.5746932602779452,0.27271514281301795,,,
2019-07-01,0.30269705886613946,0.29825379036315697,0.2332079843267985,0.27460881524988273,0.03690370819125971,,,0.09337044999924721,0.1331953537787223,0.023731964421323467,0.0008143544524100135,0.03941244999180275,0.029525663875765436,0.06631183837250579,,,0.19801671247240737,,0.19287874459575752,0.03888458613861852,0.06607160902242312,,0.003155121973349699,0.24432281077351622,0.019240671406452407,0.09933781941527982,,0.2135396950401428,0.16691372410559605,0.1930483009886919,0.06701892610360509,0.02864627757605801,0.06451972197460215,,,0.09004436651196289,,0.16079785827926318,0.19029044511428975,,0.07359988334555494,,0.059378285953619735,0.0605792413853392,0.16424131894940397,,,,0.29973777322159817,0.7038304511628932,,,0.12676066143450765,0.07512060857587564,0.3937924859371408,0.10348193547048945,0.024855598094412863,0.018788258211617913,0.11698354494154077,,,0.03789894055066983,0.09345067774280152,0.11874882915374399,,,0.08988198167619384,0.10743640226360128,,0.0293796909336292,,0.1598566906716118,,,,0.1327151871223929,0.00159556384437176,,,,0.6346926491317983,0.43274866318296246,0.010063964383402037,,
2019-10-01,0.2864200873834737,0.2953916744641085,0.21340513354999105,0.20709511720001922,0.04475532440533407,,,0.0888057815928713,0.12667883446615213,0.0265966436305983,0.00029974807740323526,0.04114814110712766,0.03029016492064687,0.05596953718210269,,,0.1841252702104026,,0.17095914878962076,0.02915284506060868,0.03404133108384409,,0.002678969923869456,0.27371309262564364,0.029215032528783057,0.08070852829575746,,0.21416839600433446,0.12203689325881946,0.15898569747808822,0.021126671155640334,0.024853436287838104,0.052560615627674966,,,0.07368841919887084,,0.13205972317185796,0.16932371023191223,,0.0962148060138258,,0.16490921049378307,0.071985372713025,0.07320184326729964,,,,0.29622402563944417,0.676441619177841,,,0.09151397831117748,0.043828379042850835,0.5078674252120379,0.0141764819600896,,,0.14595390373229672,,,0.016369516705634263,0.08271257165079333,0.10530860759256745,,,0.04944200420500675,0.09503222048714886,,0.01365940004674118,,0.15787783784285545,,,,0.176956284917573,0.0008203563810749549,,,,0.6261759791289813,0.44818420191650665,,,
2020-01-01,0.2686673216588697,0.30500960971779384,0.19682960969281135,0.20531703145782815,0.06891598374984244,,,0.09345275400519994,0.1246234981686617,0.04001130891293347,,0.05893529733378687,0.030442795502870434,0.04497131017549802,,,0.17744820752630344,,0.1561662560473913,0.0172113686767695,0.007535917339222363,,0.002344925334455926,0.2035678816263291,0.04389625192562445,0.09087268411959765,,0.22161921318384833,0.08008007993454785,0.12299784044192132,0.03150590861989741,0.022531418277858185,0.0351191142252737,,,0.053461895211193274,,0.17738064101244128,0.15349268799702648,,0.06431722499181355,,0.27850508066115054,0.05339707087041222,0.05142425859320316,,,8.332153728024187e-05,0.31967425241005565,0.6226049816313297,,,0.1069956872137939,0.006075061958314059,0.4240664927868342,,,,0.13724984758051958,,,0.03787785575465234,0.0732866024670506,0.12730547450931284,,,0.04277002043932398,0.04304781644109844,,0.0033085804485122115,,0.06615232488906998,,,0.064093527690083,0.39587079446211043,0.0008337226302519042,,,,0.6297117303975527,0.40032146096590265,,,
2020-04-01,0.25240537295188303,0.24307820004018382,0.18368055498131466,0.16911435446244913,0.06083670433693881,,,0.09237205731774914,0.12071891696057974,0.039939045183058845,,0.0767876180815831,0.03407373452111207,0.0639224098121877,,,0.1401340986370329,,0.13941227643839016,0.01408334510182329,,,0.0014564072462386007,0.19128563196004564,0.03770086710280591,0.06949192323425188,,0.14553937616193371,0.09662034450923966,0.09305259757288925,0.05279299755960421,0.018736690416527722,0.026865561331167034,,,0.04532824078887649,,0.20935041456300343,0.09401035497686648,,0.010244063071043762,,0.2069109505989319,0.04865594776417469,0.17827022366544282,0.10749753810342243,,,0.28189196017481544,0.4453804433842421,,,0.08844912683657667,0.011949778954603404,0.41116784904092435,0.0257201839630297,0.008516198210529496,,0.15314285669390115,,,0.028228726870168367,0.07010675349645942,0.07166232210376935,,,0.03641227945395751,0.03902358459483933,,,0.014669561898722617,0.03539358392345404,,,0.16894416213557736,0.35245728217577604,,,0.15944131055696587,,0.506009914689705,0.30809001266665437,,,
