Date,NII
2009-04-01,0.016142704814746958
2009-07-01,0.016419076827778403
2009-10-01,0.015540134303479782
2010-01-01,0.019229902663347585
2010-04-01,0.013955121554641323
2010-07-01,0.013721057152172415
2010-10-01,0.014187602615954519
2011-01-01,0.013281985534771132
2011-04-01,0.012594221204432744
2011-07-01,0.013219604495210608
2011-10-01,0.013515598707954117
2012-01-01,0.012529945817092169
2012-04-01,0.0111141505832417
2012-07-01,0.011331835400913955
2012-10-01,0.013155132669236166
2013-01-01,0.012581357092531184
2013-04-01,0.010860823401855903
2013-07-01,0.01154519513038149
2013-10-01,0.010961586154383201
2014-01-01,0.01303173480106075
2014-04-01,0.012299481045918891
2014-07-01,0.012424291037413396
2014-10-01,0.013280329779139144
2015-01-01,0.02324170698706273
2015-04-01,0.016788195272021987
2015-07-01,0.01669388245914451
2015-10-01,0.016732414639196204
2016-01-01,0.022067595179127115
2016-04-01,0.017488383025829977
2016-07-01,0.016697777085344583
2016-10-01,0.015882362859952336
2017-01-01,0.017696703103136237
2017-04-01,0.01701929447613674
2017-07-01,0.01742029744984587
2017-10-01,0.01824815328480218
2018-01-01,0.014800509044524917
2018-04-01,0.011244197786676936
2018-07-01,0.018159826458387686
2018-10-01,0.01633122620181983
2019-01-01,0.018812329805989868
2019-04-01,0.01724664515710756
2019-07-01,0.017054967718852787
2019-10-01,0.017457078361789467
2020-01-01,0.01792337543990226
2020-04-01,0.01619423754138754
2020-07-01,0.0148863378921706
2020-10-01,0.014764843945419446
2021-01-01,0.015352828157394997
2021-04-01,0.014451650940710381
2021-07-01,0.015344009690345724
2021-10-01,0.015204749643577098
2022-01-01,0.016650084836467134
2022-04-01,0.014957388971707338
2022-07-01,0.016181164206268406
2022-10-01,0.016640478909387215
2023-01-01,0.019663291097931943
2023-04-01,0.019244289718550762
2023-07-01,0.01864484908914604
2023-10-01,0.020099239284783448
2024-01-01,0.020870859820760562
2024-04-01,0.01870137744604696
2024-07-01,0.018886832005301526
