,Unnamed: 1,Unnamed: 2,Назва банку,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,в іноземній валюті,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,в іноземній валюті.1,Unnamed: 14,в іноземній валюті.2,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,в іноземній валюті.3
21.0,,4.0,"""ПІВДЕННИЙ""",1359650.0,0.0,0.0,414545.0,377524.0,-2476.0,0.6,8594190.0,7870557.0,2938336.0,723633.0,629444.0,-633625.0,7.37,18612.0,-1480.0,7.95,0.0,0.0,0.0,118805.0,0.0,2185.0,0.0,590464.0,26200.0,-1239.0,4.73,45009.0,-999.0,2.22,0.0,0.0,0.0,10529842.0,4636611.0
22.0,,5.0,ЕРСТЕ БАНК,1493821.0,0.0,0.0,565553.0,422289.0,-3518.0,0.62,5179379.0,2071959.0,1363084.0,3107419.0,2858283.0,-1446598.0,27.93,2728672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,106179.0,906623.0,844996.0,-10.0,0.0,29943.0,-472.0,1.58,32569.0,0.0,0.0,10437274.0,5348250.0
23.0,,6.0,РОДОВІД БАНК,176591.0,81520.0,0.0,4231.0,0.0,-846.0,20.0,4452396.0,2710387.0,543781.0,1742009.0,1101887.0,-3858697.0,86.67,608443.0,-231430.0,38.04,0.0,0.0,0.0,0.0,4534.0,0.0,0.0,542686.0,6822953.0,-3400559.0,49.84,4162766.0,-350.0,0.01,0.0,0.0,0.0,9364238.0,223557.0
24.0,,7.0,ВIEЙБI БАНК,1127743.0,344786.0,0.0,846787.0,829151.0,-4446.0,0.53,6660049.0,4701185.0,1778609.0,1958864.0,838344.0,-1435147.0,21.55,2362.0,-5.0,0.21,0.0,0.0,0.0,78490.0,173532.0,3716.0,313538.0,266433.0,172035.0,-6395.0,3.72,160259.0,-5294.0,3.3,0.0,0.0,0.0,8698442.0,3125363.0
25.0,,8.0,СВЕДБАНК  ,845254.0,92654.0,0.0,446624.0,90583.0,-5724.0,1.28,9558527.0,4484926.0,3207479.0,5073601.0,4440009.0,-3772794.0,39.47,106166.0,-802.0,0.76,0.0,0.0,0.0,0.0,211360.0,63224.0,392817.0,343129.0,95740.0,-87164.0,91.04,98386.0,-666.0,0.68,202479.0,0.0,0.0,8589208.0,5083884.0
26.0,,9.0,УНIКРЕДИТ БАНК,2038806.0,858363.0,0.0,0.0,0.0,0.0,0.0,5634791.0,4647117.0,4129005.0,987674.0,743365.0,-914939.0,16.24,455630.0,0.0,0.0,0.0,0.0,0.0,2757.0,0.0,0.0,0.0,60971.0,352249.0,-5442.0,1.54,24587.0,-177.0,0.72,1266.0,0.0,0.0,8508861.0,5822642.0
27.0,,10.0,"""ФІНАНСОВА ІНІЦІАТИВА""",345533.0,5179.0,0.0,300003.0,292806.0,-51111.0,17.04,8318217.0,8314441.0,0.0,3776.0,934.0,-1224925.0,14.73,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37937.0,91978.0,-665.0,0.72,23291.0,-194.0,0.83,0.0,0.0,0.0,7845304.0,265150.0
28.0,,11.0,"""ХРЕЩАТИК""",1347461.0,12.0,0.0,728339.0,634317.0,-896.0,0.12,4444318.0,3929594.0,407284.0,514724.0,98151.0,-388389.0,8.74,87975.0,-25.0,0.03,162369.0,0.0,0.0,0.0,0.0,8279.0,9548.0,271008.0,219535.0,-4948.0,2.25,433038.0,0.0,0.0,0.0,0.0,0.0,7317624.0,2373530.0
29.0,,12.0,БАНК КРЕДИТ ДНІПРО,550725.0,0.0,0.0,1358600.0,1346199.0,-437.0,0.03,5056214.0,0.0,0.0,0.0,0.0,-468106.0,9.26,37186.0,-50.0,0.13,0.0,0.0,0.0,0.0,46400.0,100.0,0.0,192426.0,301123.0,-1382.0,0.46,111032.0,0.0,0.0,2743.0,0.0,0.0,7186573.0,3700532.0
30.0,,13.0,IМЕКСБАНК,459431.0,0.0,0.0,176353.0,176353.0,-3360.0,1.91,6414459.0,5914675.0,266790.0,499784.0,197289.0,-699667.0,10.91,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,401955.0,13730.0,-23.0,0.17,12674.0,0.0,0.0,0.0,0.0,0.0,6775634.0,737308.0
31.0,,14.0,УНІВЕРСАЛ БАНК,485098.0,448063.0,0.0,386455.0,103682.0,-5882.0,1.52,5498032.0,1932619.0,1063460.0,3565412.0,2517881.0,-1513786.0,27.53,104182.0,-11.0,0.01,20885.0,0.0,0.0,0.0,13058.0,571.0,254533.0,258136.0,690358.0,-3228.0,0.47,44366.0,-1303.0,2.94,0.0,0.0,0.0,6679527.0,3839138.0
32.0,,15.0,КРЕДІ АГРІКОЛЬ БАНК,1046237.0,0.0,261.0,300509.0,57911.0,-3488.0,1.16,5239768.0,3087941.0,1016881.0,2151827.0,876274.0,-502478.0,9.59,73074.0,0.0,0.0,0.0,0.0,0.0,0.0,3705.0,802.0,0.0,370618.0,62534.0,-3681.0,5.89,17410.0,-1889.0,10.85,0.0,0.0,0.0,6603384.0,2312055.0
33.0,,16.0,"""КИЇВСЬКА РУСЬ"" ",854581.0,0.0,0.0,258287.0,127247.0,-708.0,0.27,4354892.0,3854468.0,189642.0,500424.0,207563.0,-224680.0,5.16,128135.0,-1.0,0.0,0.0,0.0,0.0,0.0,95.0,89.0,0.0,138914.0,670044.0,-353.0,0.05,46755.0,-1.0,0.0,0.0,0.0,0.0,6226048.0,1718452.0
34.0,,17.0,ПРАВЕКС-БАНК,633424.0,0.0,0.0,51826.0,51826.0,-518.0,1.0,5162627.0,1503692.0,582453.0,3658935.0,1840137.0,-939543.0,18.2,80103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431.0,178567.0,580895.0,52899.0,-4579.0,8.66,57545.0,-1152.0,2.0,0.0,0.0,0.0,5854525.0,2124022.0
35.0,,18.0,СІТІБАНК (УКРАЇНА)  ,1765405.0,44705.0,27572.0,148673.0,3883.0,-1564.0,1.05,2464318.0,2410906.0,761855.0,53412.0,0.0,-112162.0,4.55,929479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89648.0,0.0,37066.0,26001.0,-623.0,2.4,6083.0,0.0,0.0,0.0,0.0,0.0,5424599.0,2105049.0
36.0,,19.0,БТА БАНК  ,1995318.0,0.0,0.0,90544.0,90544.0,-2305.0,2.55,2322141.0,1887625.0,471503.0,434516.0,355592.0,-351718.0,15.15,94198.0,0.0,0.0,0.0,0.0,0.0,0.0,315016.0,711.0,10456.0,103834.0,545382.0,-3633.0,0.67,38613.0,-2259.0,5.85,0.0,0.0,0.0,5156299.0,2412475.0
37.0,,20.0,КІБ КРЕДІ АГРІКОЛЬ,954055.0,0.0,0.0,40225.0,0.0,-1916.0,4.76,3385909.0,3362530.0,1090873.0,23379.0,112.0,-273210.0,8.07,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25808.0,3307.0,65389.0,81137.0,0.0,0.0,997.0,-35.0,3.52,0.0,0.0,0.0,4282906.0,1297696.0
38.0,,21.0,КРЕДOБАНК,735835.0,0.0,0.0,23644.0,3776.0,-2881.0,12.19,3580215.0,2670677.0,1012976.0,909537.0,603169.0,-1179114.0,32.93,372027.0,-102923.0,27.67,0.0,0.0,0.0,0.0,0.0,4807.0,47424.0,602102.0,36332.0,-24368.0,67.07,60658.0,-5060.0,8.34,247.0,-247.0,100.0,4148698.0,1729191.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Група III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,,1.0,МАРФІН БАНК ,998211.0,31029.0,0.0,494508.0,80948.0,-2280.0,0.46,3148522.0,2212815.0,1192344.0,935707.0,844106.0,-639211.0,20.3,167353.0,-3425.0,2.05,196535.0,0.0,0.0,0.0,13830.0,111.0,0.0,146768.0,33767.0,-2832.0,8.39,121755.0,-282.0,0.23,0.0,0.0,0.0,4704359.0,2382633.0
40.0,,2.0,ПІРЕУС БАНК МКБ,951509.0,0.0,0.0,494565.0,2830.0,-182.0,0.04,2839097.0,2177127.0,1399390.0,661970.0,553169.0,-1024778.0,36.1,100292.0,-1481.0,1.48,192526.0,0.0,0.0,0.0,55972.0,6205.0,189067.0,200520.0,673962.0,-8113.0,1.2,20561.0,-4166.0,20.26,0.0,0.0,0.0,4685557.0,2500014.0
41.0,,3.0,МЕГАБАНК,616544.0,0.0,0.0,308326.0,141570.0,-535.0,0.17,2996913.0,2418436.0,981829.0,578477.0,295152.0,-171746.0,5.73,108187.0,-1151.0,1.06,0.0,0.0,0.0,0.0,0.0,23.0,0.0,170112.0,141356.0,-226.0,0.16,38877.0,-89.0,0.23,0.0,0.0,0.0,4206589.0,1952369.0
42.0,,4.0,"""ТАВРИКА""",104840.0,69.0,0.0,926370.0,926370.0,-844.0,0.09,3139417.0,2870683.0,82120.0,268734.0,67777.0,-103530.0,3.3,20870.0,0.0,0.0,0.0,0.0,0.0,0.0,12788.0,30.0,1302.0,5962.0,10513.0,-201.0,1.91,10449.0,-4.0,0.04,0.0,0.0,0.0,4128031.0,1088380.0
43.0,,5.0,"""ПІВДЕНКОМБАНК"" ",242478.0,85.0,0.0,198502.0,169475.0,-12063.0,6.08,2612923.0,2534251.0,216627.0,78672.0,51094.0,-131031.0,5.01,310716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,257.0,16304.0,647441.0,-852.0,0.13,78838.0,-633.0,0.8,0.0,0.0,0.0,3963250.0,1187805.0
44.0,,6.0,БМ БАНК,427201.0,49056.0,10.0,143544.0,143537.0,-140.0,0.1,2835915.0,2351021.0,1040862.0,484894.0,270368.0,-193243.0,6.81,14149.0,-12422.0,87.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23858.0,227725.0,-6925.0,3.04,106294.0,-44.0,0.04,1446.0,0.0,0.0,3616425.0,1863806.0
45.0,,7.0,УКРІНБАНК,261756.0,0.0,0.0,244024.0,244024.0,-2636.0,1.08,2534235.0,2193520.0,446921.0,340714.0,118942.0,-168888.0,6.66,8119.0,-322.0,3.96,0.0,0.0,0.0,0.0,108854.0,457.0,27436.0,287249.0,15309.0,-3653.0,23.86,108440.0,-283.0,0.26,0.0,0.0,0.0,3420097.0,909754.0
46.0,,8.0,IНДУСТРІАЛБАНК,873087.0,0.0,12908.0,198910.0,663.0,-2859.0,1.44,1940127.0,1709165.0,594670.0,230962.0,195641.0,-336124.0,17.32,232540.0,-9981.0,4.29,22999.0,-5251.0,22.83,0.0,149228.0,3252.0,3982.0,228556.0,47597.0,-5680.0,11.93,34143.0,-3197.0,9.36,2221.0,0.0,0.0,3386458.0,1191723.0
47.0,,9.0,"""КЛІРИНГОВИЙ ДІМ""",762342.0,0.0,0.0,126615.0,66746.0,0.0,0.0,2738903.0,2458868.0,169942.0,280035.0,118276.0,-423230.0,15.45,44527.0,-7597.0,17.06,0.0,0.0,0.0,0.0,0.0,160.0,1918.0,122337.0,6445.0,-224.0,3.47,4305.0,-751.0,17.45,0.0,0.0,0.0,3375750.0,1480550.0
48.0,,10.0,ЕКСПРЕС-БАНК,1592509.0,69138.0,0.0,803.0,802.0,-163.0,20.29,1613193.0,1017071.0,48544.0,596121.0,50477.0,-153574.0,9.52,0.0,0.0,0.0,5169.0,0.0,0.0,16303.0,0.0,3425.0,1561.0,110873.0,48123.0,-63.0,0.13,22242.0,-3.0,0.01,0.0,0.0,0.0,3329534.0,819201.0
49.0,,11.0,АКТАБАНК ,670158.0,0.0,0.0,450401.0,283371.0,-538.0,0.12,1535870.0,1460499.0,779738.0,75371.0,8635.0,-59699.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327754.0,343870.0,-179.0,0.05,39145.0,0.0,0.0,0.0,0.0,0.0,3306781.0,1851066.0
50.0,,12.0,АКТИВ - БАНК,163138.0,0.0,0.0,373320.0,373320.0,-399.0,0.11,2486671.0,1849605.0,652827.0,637066.0,122554.0,-107451.0,4.32,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.0,819.0,274557.0,1676.0,-394.0,23.5,66827.0,-144.0,0.22,0.0,0.0,0.0,3260414.0,1171355.0
51.0,,13.0,"""КИЇВ""",96973.0,0.0,0.0,313783.0,9209.0,-1203.0,0.38,5357645.0,4650289.0,970862.0,707357.0,314198.0,-4333681.0,80.89,752946.0,-197755.0,26.26,0.0,0.0,0.0,0.0,84176.0,1773.0,205445.0,461868.0,15050.0,-3701.0,24.59,80154.0,-12801.0,15.97,276912.0,0.0,0.0,3097585.0,230377.0
52.0,,14.0,ЄВРОГАЗБАНК ,466224.0,82572.0,0.0,584136.0,456952.0,-2221.0,0.38,616690.0,388193.0,282236.0,228497.0,157829.0,-19015.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,197.0,231617.0,1108868.0,-1915.0,0.17,3395.0,0.0,0.0,0.0,0.0,0.0,3070562.0,2166899.0
53.0,,15.0,УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК,183864.0,0.0,597.0,543087.0,320011.0,-1659.0,0.31,2136638.0,1940908.0,250819.0,195731.0,81402.0,-120991.0,5.66,196571.0,-557.0,0.28,0.0,0.0,0.0,0.0,28885.0,8280.0,1154.0,27499.0,4495.0,-751.0,16.71,23771.0,-158.0,0.67,0.0,0.0,0.0,3030725.0,731365.0
54.0,,16.0,УКРАЇНСЬКИЙ БІЗНЕС БАНК ,717729.0,0.0,0.0,177865.0,0.0,-8118.0,4.56,2010109.0,1206564.0,455271.0,803545.0,277863.0,-99537.0,4.95,44406.0,0.0,0.0,40616.0,-766.0,1.88,0.0,0.0,241.0,1447.0,104861.0,15662.0,-2105.0,13.44,11269.0,-15.0,0.13,0.0,0.0,0.0,3013664.0,1159430.0
55.0,,17.0,СЕБ БАНК,710408.0,0.0,0.0,108917.0,8879.0,-1002.0,0.92,2081216.0,955152.0,576679.0,1126064.0,1030921.0,-595163.0,28.6,173950.0,-1525.0,0.88,0.0,0.0,0.0,16538.0,0.0,200.0,0.0,398206.0,32734.0,-5843.0,17.85,15285.0,-2280.0,14.92,0.0,0.0,0.0,2931641.0,1591157.0
56.0,,18.0,ФОЛЬКСБАНК,723819.0,0.0,0.0,99906.0,0.0,-700.0,0.7,2018712.0,800595.0,451561.0,1218117.0,1071207.0,-602530.0,29.85,77.0,0.0,0.0,467005.0,0.0,0.0,0.0,303.0,4540.0,0.0,156168.0,6911.0,-612.0,8.86,5116.0,0.0,0.0,0.0,0.0,0.0,2878714.0,1599129.0
57.0,,19.0,ПРОКРЕДИТ БАНК,369382.0,0.0,0.0,169673.0,169673.0,-1515.0,0.89,2009298.0,1067620.0,436301.0,941677.0,538027.0,-187733.0,9.34,1335.0,-1085.0,81.28,0.0,0.0,0.0,0.0,0.0,6311.0,31083.0,133823.0,20180.0,-711.0,3.52,24031.0,-1393.0,5.8,0.0,0.0,0.0,2572678.0,1214375.0
58.0,,20.0,ДІАМАНТБАНК,400054.0,21484.0,0.0,223769.0,223769.0,-260.0,0.12,1622835.0,1538777.0,226286.0,84058.0,21237.0,-98035.0,6.04,163109.0,-5333.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102718.0,50728.0,-9544.0,18.81,31438.0,-7.0,0.02,16489.0,0.0,0.0,2519445.0,706595.0
59.0,,21.0,ЕКСПОБАНК,721599.0,76892.0,0.0,28503.0,28503.0,-478.0,1.68,1434886.0,1074680.0,362204.0,360206.0,261499.0,-237763.0,16.57,8882.0,-3.0,0.03,0.0,0.0,0.0,0.0,46263.0,1702.0,1185.0,85378.0,2916.0,-201.0,6.9,6513.0,-698.0,10.72,0.0,0.0,0.0,2175577.0,866415.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Група IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,,1.0,"""СОЮЗ""",315374.0,0.0,0.0,233541.0,85047.0,-449.0,0.19,4008241.0,4007218.0,13965.0,1023.0,0.0,-264470.0,6.6,24655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7265.0,5163.0,0.0,0.0,789.0,-1.0,0.18,0.0,0.0,0.0,4330153.0,267284.0
61.0,,2.0,ПЛАТИНУМ БАНК,682912.0,0.0,0.0,311172.0,183263.0,-4067.0,1.31,2186369.0,57898.0,8430.0,2128471.0,702134.0,-314823.0,14.4,1173.0,0.0,0.0,0.0,0.0,0.0,70868.0,74364.0,158.0,177.0,157743.0,20753.0,0.0,0.0,28037.0,-220.0,0.78,788.0,0.0,0.0,3215404.0,1117421.0
62.0,,3.0,БАНК 3/4,325388.0,0.0,355.0,1292736.0,306689.0,-12371.0,0.96,139301.0,24800.0,0.0,114501.0,0.0,-3753.0,2.69,24101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3890.0,3497.0,1262871.0,0.0,0.0,18497.0,-3.0,0.02,0.0,0.0,0.0,3054511.0,1554807.0
63.0,,4.0,ЗЛАТОБАНК,202682.0,0.0,0.0,532376.0,416267.0,-1936.0,0.36,2391382.0,2228691.0,817310.0,162691.0,8306.0,-290115.0,12.13,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,19432.0,12063.0,-329.0,2.73,7243.0,-6.0,0.09,0.0,0.0,0.0,2872943.0,1303407.0
64.0,,5.0,"""HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ""",608112.0,0.0,0.0,209601.0,200597.0,-430.0,0.21,1699723.0,1338336.0,164753.0,361387.0,195418.0,-94350.0,5.55,68637.0,-18.0,0.03,2289.0,0.0,0.0,0.0,2691.0,0.0,0.0,1385.0,30311.0,0.0,0.0,727.0,0.0,0.0,0.0,0.0,0.0,2528680.0,829522.0
65.0,,6.0,БАНК КІПРУ,150074.0,0.0,0.0,39880.0,35879.0,0.0,0.0,1950515.0,1218738.0,882797.0,731778.0,193452.0,-142521.0,7.31,35.0,-1.0,2.29,0.0,0.0,0.0,0.0,40520.0,0.0,11.0,134354.0,2027.0,-24.0,1.18,93484.0,-589.0,0.63,0.0,0.0,0.0,2267767.0,1123066.0
66.0,,7.0,ТЕРРА БАНК,487231.0,36015.0,0.0,236938.0,187947.0,-276.0,0.12,1188457.0,1018540.0,110923.0,169917.0,42882.0,-39788.0,3.35,182135.0,-5653.0,3.1,0.0,0.0,0.0,0.0,0.0,250.0,0.0,70362.0,8008.0,0.0,0.0,11809.0,-61.0,0.52,12245.0,0.0,0.0,2187673.0,681107.0
67.0,,8.0,КОНВЕРСБАНК,125145.0,0.0,0.0,1350049.0,1219332.0,-13013.0,0.96,448202.0,400633.0,13183.0,47569.0,6991.0,-38042.0,8.49,43182.0,-237.0,0.55,0.0,0.0,0.0,0.0,0.0,294.0,0.0,75882.0,167176.0,-1697.0,1.01,22491.0,-4264.0,18.96,0.0,0.0,0.0,2175169.0,1245901.0
68.0,,9.0,ТАСКОМБАНК,552242.0,0.0,0.0,338667.0,38039.0,-639.0,0.19,927489.0,691339.0,310964.0,236150.0,203455.0,-173484.0,18.7,65221.0,-7284.0,11.17,0.0,0.0,0.0,0.0,6262.0,490.0,0.0,69791.0,118141.0,-377.0,0.32,210610.0,-21.0,0.01,0.0,0.0,0.0,2107110.0,935756.0
69.0,,10.0,ЕРДЕ БАНК,71034.0,70731.0,0.0,267271.0,117195.0,-6220.0,2.33,683047.0,585881.0,69141.0,97166.0,70451.0,-31267.0,4.58,23154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2957.0,92521.0,919782.0,-2269.0,0.25,5204.0,-177.0,3.41,0.0,0.0,0.0,2095768.0,1154420.0
70.0,,11.0,IНТЕГРАЛ - БАНК,68349.0,0.0,0.0,984534.0,710989.0,-5278.0,0.54,611812.0,554850.0,17736.0,56963.0,28098.0,-116159.0,18.99,466.0,-76.0,16.36,0.0,0.0,0.0,0.0,0.0,8.0,306.0,7467.0,447915.0,-17.0,0.0,1910.0,-54.0,2.85,0.0,0.0,0.0,2001182.0,1171092.0
71.0,,12.0,ФІНБАНК,306051.0,0.0,0.0,360185.0,232663.0,-661.0,0.18,993863.0,935916.0,357322.0,57947.0,19552.0,-16295.0,1.64,27590.0,-2723.0,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179456.0,107384.0,-339.0,0.32,8302.0,0.0,0.0,0.0,0.0,0.0,1962813.0,815741.0
72.0,,13.0,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,119473.0,0.0,0.0,381059.0,280347.0,-1445.0,0.38,1284899.0,1265603.0,594653.0,19295.0,854.0,-67392.0,5.24,0.0,0.0,0.0,18361.0,0.0,0.0,0.0,0.0,0.0,0.0,21711.0,21903.0,-926.0,4.23,2314.0,0.0,0.0,0.0,0.0,0.0,1779955.0,932796.0
73.0,,14.0,ФОРТУНА-БАНК,177845.0,0.0,0.0,252874.0,252873.0,-1206.0,0.48,1321138.0,1299791.0,225635.0,21347.0,12561.0,-165537.0,12.53,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,196.0,179221.0,604.0,-142.0,23.57,1488.0,-3.0,0.22,0.0,0.0,0.0,1766546.0,521729.0
74.0,,15.0,ЕНЕРГОБАНК,195628.0,0.0,0.0,240387.0,80473.0,-275.0,0.11,1112988.0,840588.0,226784.0,272400.0,46675.0,-89833.0,8.07,31108.0,-3361.0,10.81,0.0,0.0,0.0,0.0,21027.0,264.0,985.0,75572.0,49890.0,-997.0,2.0,1990.0,-45.0,2.25,0.0,0.0,0.0,1635328.0,480340.0
75.0,,16.0,АСТРА БАНК,139474.0,0.0,0.0,20268.0,20257.0,-23457.0,115.73,939450.0,293807.0,18166.0,645643.0,79686.0,-127689.0,13.59,624434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,45060.0,1316.0,-18.0,1.38,5249.0,-321.0,6.11,54.0,0.0,0.0,1624089.0,130700.0
76.0,,17.0,БАНК ПЕРШИЙ,161763.0,67576.0,0.0,243532.0,198195.0,-486.0,0.2,877001.0,717087.0,174948.0,159914.0,114527.0,-68594.0,7.82,15698.0,-3899.0,24.84,0.0,0.0,0.0,0.0,36831.0,222.0,1858.0,125804.0,111727.0,-2240.0,2.0,4296.0,-16.0,0.38,25438.0,0.0,0.0,1596510.0,608168.0
77.0,,18.0,"""ГЛОБУС""",627681.0,100854.0,0.0,294498.0,220763.0,-12991.0,4.41,461178.0,439521.0,0.0,21658.0,7.0,-67789.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74461.0,106128.0,-2.0,0.0,4230.0,0.0,0.0,0.0,0.0,0.0,1588248.0,636713.0
78.0,,19.0,КРЕДИТ ЄВРОПА БАНК ,157695.0,0.0,0.0,83055.0,67104.0,-1461.0,1.76,1232543.0,986415.0,676984.0,246128.0,99238.0,-170222.0,13.81,262667.0,-8926.0,3.4,0.0,0.0,0.0,0.0,0.0,167.0,0.0,10408.0,660.0,-101.0,15.35,18734.0,-569.0,3.04,0.0,0.0,0.0,1584648.0,859632.0
79.0,,20.0,МІСТО БАНК,388497.0,0.0,0.0,85945.0,44050.0,-240.0,0.28,1062417.0,751558.0,148494.0,310859.0,255366.0,-224356.0,21.12,25543.0,0.0,0.0,0.0,0.0,0.0,0.0,16091.0,82.0,0.0,115421.0,82630.0,-38.0,0.05,9641.0,-464.0,4.82,0.0,0.0,0.0,1561169.0,492381.0
80.0,,21.0,"""АРКАДА""",40195.0,0.0,0.0,0.0,0.0,0.0,0.0,1363902.0,1350236.0,0.0,13666.0,214.0,-95743.0,7.02,80.0,-11.0,13.24,0.0,0.0,0.0,0.0,0.0,120.0,527.0,226868.0,14036.0,0.0,0.0,2679.0,-553.0,20.64,0.0,0.0,0.0,1552101.0,23378.0
81.0,,22.0,БАНК КАМБІО,113533.0,0.0,0.0,59365.0,59365.0,-323.0,0.54,1198536.0,1051216.0,439375.0,147321.0,101785.0,-49736.0,4.15,71851.0,0.0,0.0,0.0,0.0,0.0,0.0,14124.0,0.0,182.0,48298.0,6044.0,-12.0,0.2,16114.0,-24.0,0.15,0.0,0.0,0.0,1477952.0,664235.0
82.0,,23.0,"""ДЕМАРК""",52246.0,0.0,0.0,245541.0,218897.0,-304.0,0.12,1273442.0,1172788.0,129910.0,100655.0,40323.0,-163092.0,12.81,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45235.0,907.0,-576.0,63.57,2111.0,-16.0,0.77,0.0,0.0,0.0,1455509.0,385661.0
83.0,,24.0,"""ТК КРЕДИТ""",676280.0,0.0,0.0,100523.0,523.0,-16.0,0.02,638665.0,604858.0,0.0,33807.0,15967.0,-49031.0,7.68,34183.0,0.0,0.0,0.0,0.0,0.0,0.0,16726.0,1.0,188.0,7647.0,7527.0,-3731.0,49.57,7510.0,-1.0,0.01,0.0,0.0,0.0,1436470.0,313617.0
84.0,,25.0,БАНК МЕРКУРІЙ,134877.0,70181.0,0.0,127947.0,127947.0,-550.0,0.43,766382.0,514091.0,56831.0,252291.0,60511.0,-19454.0,2.54,22671.0,-50.0,0.22,8133.0,0.0,0.0,0.0,14255.0,41.0,0.0,133014.0,7160.0,-49.0,0.68,131160.0,-1.0,0.0,0.0,0.0,0.0,1395716.0,332820.0
85.0,,26.0,"""ДАНІЕЛЬ""",286854.0,70524.0,0.0,222668.0,98105.0,-132.0,0.06,685781.0,468521.0,19909.0,217260.0,99551.0,-62068.0,9.05,70755.0,0.0,0.0,0.0,0.0,0.0,0.0,30257.0,0.0,0.0,4260.0,66236.0,-1135.0,1.71,16135.0,-2.0,0.01,0.0,0.0,0.0,1390132.0,448658.0
86.0,,27.0,БАНК ЗОЛОТІ ВОРОТА,184168.0,0.0,0.0,5782.0,2484.0,-50.0,0.86,1152137.0,653154.0,185073.0,498982.0,139374.0,-119302.0,10.35,31131.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,24.0,50911.0,19860.0,-5275.0,26.56,902.0,-9.0,1.0,0.0,0.0,0.0,1320504.0,306321.0
87.0,,28.0,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,610921.0,67899.0,0.0,84397.0,5581.0,-699.0,0.83,538402.0,478338.0,232910.0,60064.0,16311.0,-9121.0,1.69,5569.0,0.0,0.0,0.0,0.0,0.0,0.0,5102.0,0.0,0.0,7709.0,391.0,-6.0,1.44,5208.0,0.0,0.01,0.0,0.0,0.0,1315771.0,676522.0
88.0,,29.0,ПЛЮС БАНК,80659.0,0.0,0.0,124014.0,124014.0,-117.0,0.09,1066674.0,79472.0,22121.0,987202.0,40438.0,-64614.0,6.06,76.0,-3.0,4.34,0.0,0.0,0.0,100.0,0.0,7.0,2747.0,86481.0,3860.0,-377.0,9.77,13622.0,-583.0,4.28,0.0,0.0,0.0,1312547.0,231652.0
