Date,ПРИВАТБАНК,ОЩАДБАНК,УКРЕКСІМБАНК,УКРГАЗБАНК,РАЙФФАЙЗЕН БАНК АВАЛЬ,СБЕРБАНК,УКРСОЦБАНК,СЕНС БАНК,ПУМБ,УКРСИББАНК,ПРОМІНВЕСТБАНК,ОТП БАНК,КРЕДІ АГРІКОЛЬ БАНК,ПІВДЕННИЙ,ФІНАНСОВА ІНІЦІАТИВА,ВТБ БАНК,СІТІБАНК,ПРОКРЕДИТ БАНК,КРЕДОБАНК,ТАСКОМБАНК,БАНК КРЕДИТ ДНІПРО,ІНГ БАНК УКРАЇНА,МЕГАБАНК,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,БАНК ВОСТОК,УНІВЕРСАЛ БАНК,А - БАНК,ПРАВЕКС-БАНК,ІНДУСТРІАЛБАНК,МТБ БАНК,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,ІДЕЯ БАНК,ПІРЕУС БАНК МКБ,ВІЕС БАНК,БМ БАНК,КЛІРИНГОВИЙ ДІМ,БАНК ФОРВАРД,ГЛОБУС,МІСТО БАНК,АРКАДА,ПОЛТАВА - БАНК,ДОЙЧЕ БАНК ДБУ,КРЕДИТ ЄВРОПА БАНК,ЛЬВІВ,ФІДОБАНК,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,КРЕДИТВЕСТ БАНК,КОМІНВЕСТБАНК,БТА БАНК,БАНК АВАНГАРД,МОТОР-БАНК,БАНК ГРАНТ,РАДАБАНК,КРИСТАЛБАНК,БАНК 3/4,АСВІО БАНК,УКРБУДІНВЕСТБАНК,КИЇВ,БАНК СІЧ,АЙБОКС БАНК,ЄВРОПРОМБАНК,БАНК АЛЬЯНС,КАПІТАЛ,МЕТАБАНК,БАНК ЮНІСОН,КОНКОРД,КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК,АКОРДБАНК,ОКСІ БАНК,ПОЛІКОМБАНК,АГРОПРОСПЕРІС БАНК,АЛЬТБАНК,РВС БАНК,ВЕРНУМ БАНК,СКАЙ БАНК,БАНК ФАМІЛЬНИЙ,ТРАСТ,ДІВІ БАНК,ЦЕНТР,БАНК ПОРТАЛ,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,АЛЬПАРІ БАНК,ЮНЕКС БАНК,МЕГА БАНК,КОМІНБАНК
2018-01-01,142918170.32417,96312330.67693,65847377.65542,19774800.98435,6501987.53531,0.0,306148.669,3928039.5521,8025244.0905,0.0,150000.0,667208.3996,996532.0,526451.846,2171909.0,0.0,3342043.0,0.0,2996173.9316499997,568161.27964,280391.55777,0.0,0.0,1846519.875,29254.423000000003,485350.0,0.0,320000.0,159347.2791,801293.31029,50000.0,200007.0311,269633.6,0.0,0.0,98235.2805,0.0,390221.04271,199649.669,0.0,28067.223,0.0,0.0,28067.223,206134.446,0.0,0.0,808.0,355898.37879,780812.96204,0.0,0.0,126302.5035,104109.0472,260000.0,0.0,40000.0,10000.0,133069.2791,0.0,0.0,0.0,0.0,149342.0,0.0,0.0,90376.45806,0.0,0.0,0.0,0.0,64233.6115,0.0,70168.0575,0.0,96134.446,1000.4,0.0,0.0,0.0,123550.0,78000.0,,,
