Date,Bank,AE,LEV,CASH,NCI,NII,TA,SEC,LAS,OVDP,IR,IR_lag1,IR_lag2,IR_lag3,IR_lag4,IR_lag5,IR_lag6,IR_lag7
2009-10-01,УНІВЕРСАЛ БАНК,0.015242933706547,0.0816683600915562,0.1328765207859945,0.0007014752311264,0.0214838949608527,0.0100985899397017,0.0188087954328277,,,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667,2.4528
2010-01-01,КРЕДІ АГРІКОЛЬ БАНК,0.151567731618851,0.0437369323175207,0.3682589562742438,0.0302449991999287,0.0473989879010068,0.0066585051814752,0.0222196282489367,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,КРЕДОБАНК,0.0177368526985724,0.1079801590968948,0.1941740816787984,0.0054201215162167,0.0147042439354217,0.0064673326615292,0.027517764797118,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,ОТП БАНК,0.0226312977881676,0.0966117927808741,0.0914351349833362,0.0020581917040188,0.0204248847117019,0.0347220686150874,0.0157830757591514,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,ПІВДЕННИЙ,0.0095106347156479,0.1361353479026281,0.1794682894442531,0.0040723291095197,0.0053541233336628,0.0126425013044449,0.0025249075816927,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,ПРОКРЕДИТ БАНК,0.0255854227526315,0.0954835322192344,0.1022002203704348,0.0047463047833616,0.0185238559265816,0.00335651502716,0.0026024263270526,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,ПУМБ,0.0101602507495975,0.1510172406153243,0.1961829848602292,0.0024726332437703,0.0130719153335618,0.0205527456622221,0.012530295834938,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,РАЙФФАЙЗЕН БАНК АВАЛЬ,0.0128833252173997,0.0983003016781212,0.1200951124873198,0.0055779119165605,0.0201152482914123,0.0638422983339521,0.0542707933168224,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,СІТІБАНК,0.0040747602383629,0.1953586503964158,0.1901044553175093,0.0011129776699108,0.0266865126491747,0.0049234188356811,0.2197038073480997,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,УКРСИББАНК,0.0098973533720931,0.1057555750434567,0.0792752284383448,0.0028052868477488,0.0164216696590747,0.0547467581295421,0.0132312947883553,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-01-01,УНІВЕРСАЛ БАНК,0.0146445887058572,0.0917510636184048,0.1506650119356894,0.0005889627394616,0.0185818018746909,0.0107599627402344,0.0243130186014522,,,3.478981723750723,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667,6.98246666666667
2010-04-01,КРЕДІ АГРІКОЛЬ БАНК,0.0046993354379378,0.1379409478304561,0.1895260373709507,0.0033337125413573,0.0202077585961718,0.0050002424975164,0.0002938862186323,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,КРЕДОБАНК,0.0135067166895162,0.0802209981036195,0.1901535986076791,0.0042849624053292,0.0095599831797712,0.0064960240628641,0.0951889949730867,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,ОТП БАНК,0.0213009877381905,0.1032140316681489,0.0697058125659521,0.0018623781364456,0.0186726667892241,0.033308566490671,0.0530291227268588,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,ПІВДЕННИЙ,0.0073022626532508,0.1404863057088885,0.1523665419007344,0.00377887425788,0.0050218431318718,0.012380275332006,0.0027465926762761,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,ПРОКРЕДИТ БАНК,0.0248766519694642,0.0935704381017155,0.0979176683044666,0.0038118425835805,0.0171034540380172,0.0032339291029698,0.0169887542948274,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,ПУМБ,0.0064098453480167,0.1295916659175422,0.1065169164513367,0.0020526173745784,0.0127465953163255,0.023913915840711,0.0258648620548949,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,РАЙФФАЙЗЕН БАНК АВАЛЬ,0.0117057979093973,0.1008542352879335,0.1287311275320923,0.0043972952023045,0.0186284482765003,0.0640281613536107,0.0977904970049107,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,СІТІБАНК,0.0045764136673886,0.1982579902489351,0.201544156657918,0.0007679796773119,0.0255196955736839,0.0057249643238305,0.1870899925209957,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,УКРСИББАНК,0.0097374033404749,0.0927416741436731,0.1033931109517879,0.0025627526983607,0.0154859634926424,0.054269347872479,0.037464475484503,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-04-01,УНІВЕРСАЛ БАНК,0.0125164964105518,0.0957303122827939,0.1025931884165361,0.00043178640458,0.0198882595418331,0.0102675623086036,0.0243439351265453,,,2.205166846281936,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333,16.8162666666667
2010-07-01,КРЕДІ АГРІКОЛЬ БАНК,0.0042122382333021,0.1519730621359676,0.1908756485791249,0.0036693787907699,0.0110991562234133,0.0046747608241956,0.0003109218054226,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,КРЕДОБАНК,0.0165457294405884,0.0510443247990339,0.200336116003932,0.0055940161770796,0.008303302778845,0.005872753699622,0.0861650541148762,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,ОТП БАНК,0.0407641242231907,0.1137386848078284,0.0735974749571662,0.0021308538992188,0.0190703697273767,0.0314025438813737,0.1033748200228001,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,ПІВДЕННИЙ,0.0075562161714451,0.1410170149564282,0.136970939004304,0.0039896164123583,0.0074137776371118,0.012269843935029,0.0027373801225926,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,ПРОКРЕДИТ БАНК,0.0244647532509788,0.0853814937210347,0.0935774857409618,0.0043637998936039,0.017283208826178,0.003148660103318,0.0397968722253927,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,ПУМБ,0.008167330642224,0.1538078503850741,0.1940710981658713,0.0027464430174246,0.0140535967430665,0.0199760928664904,0.0627519834329722,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,РАЙФФАЙЗЕН БАНК АВАЛЬ,0.0129282455879837,0.1190878701305399,0.1187365715930266,0.0050221760443592,0.0200305372607635,0.0632765068923002,0.1351988834323134,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,СІТІБАНК,0.0030962600775577,0.2033089906755781,0.1745155540341106,0.000827838241858,0.0181270672643955,0.0056566614947018,0.3273181232129987,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
2010-07-01,УКРСИББАНК,0.0106484169322657,0.0829344002672846,0.1068805289633696,0.0028559434930318,0.0146927019549347,0.0524570804758407,0.0590826354658173,,,1.3149047556294615,2.20516684628194,3.47898172375072,2.97913716330678,3.79372683232523,34.3002858915621,22.1827666666667,7.25163333333333
