Date,"А - БАНК",АЛЬПАРІ БАНК,АЛЬТБАНК,АГРОПРОСПЕРІС БАНК,АСВІО БАНК,КОНКОРД,ІНДУСТРІАЛБАНК,ЛЬВІВ,БАНК 3/4,БАНК АЛЬЯНС,БАНК АВАНГАРД,БАНК КРЕДИТ ДНІПРО,БАНК ФАМІЛЬНИЙ,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,БАНК ГРАНТ,БАНК ПОРТАЛ,"Траст-капітал",БАНК УКРАЇНСЬКИЙ КАПІТАЛ,БАНК ВОСТОК,БТА БАНК,АКОРДБАНК,ГЛОБУС,ПРИВАТБАНК,СІТІБАНК,КЛІРИНГОВИЙ ДІМ,КОМІНВЕСТБАНК,КРЕДІ АГРІКОЛЬ БАНК,КРЕДИТ ЄВРОПА БАНК,КРЕДИТВЕСТ БАНК,КРИСТАЛБАНК,ДОЙЧЕ БАНК ДБУ,ЄВРОПРОМБАНК,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,ПУМБ,АЙБОКС БАНК,ІДЕЯ БАНК,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,ІНГ БАНК УКРАЇНА,КРЕДОБАНК,МЕТАБАНК,МОТОР-БАНК,МТБ БАНК,ОКСІ БАНК,ОЩАДБАНК,ОЩАДБАНК,ПІРЕУС БАНК МКБ,ПІВДЕННИЙ,ПОЛІКОМБАНК,ПОЛТАВА - БАНК,ПРАВЕКС-БАНК,ПРОКРЕДИТ БАНК,РАДАБАНК,РАЙФФАЙЗЕН БАНК АВАЛЬ,РВС БАНК,ФІДОБАНК,СЕНС БАНК,СКАЙ БАНК,ТАСКОМБАНК,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,УКРБУДІНВЕСТБАНК,УКРЕКСІМБАНК,УКРГАЗБАНК,УКРСИББАНК,ЮНЕКС БАНК,УНІВЕРСАЛ БАНК
2020-02-01,531482.78688,191314.7449,383274.70988,475332.68517,226193.7317,200319.67171,944421.39228,526601.0037700001,398974.2904,583610.59261,805377.37373,1804229.508,278888.48379,316299.21287,200454.91757,24084.09825,66186.63934,145547.06641,2832550.0053900005,301680.35827,979341.92032,948265.22802,177219316.86548,19189723.71951,454480.31695,0.0,8978407.70532,551781.02426,172379.99727,1122361.35312,1375444.25135,20058.8465,730280.47483,13371414.83064,250479.507,680316.0328700001,705299.1826699999,2607663.604,3161879.8605500003,195981.38879,240329.508,1359744.24441,62150.4918,106870077.07715002,12669020.989959998,631086.3505000001,7814756.25963,130140.16394,720695.5253699999,2034061.33449,3610622.95082,547951.2777600001,19767908.25879,120083.60655,1267777.7900800002,16637292.97371,145849.94941,2822789.10349,187686.27687,180314.7541,50742931.54771,41707091.46072,8834333.539609998,300885.2459,3505783.2438
2020-03-01,722163.93433,166158.289,430904.65694,444687.62939,302693.99531,145292.62279,1236340.7888299995,584690.65886,399667.55853,549286.42821,882667.9861099999,1403786.888,278238.89997,397769.6339,300545.90121000004,6004.4262,68177.29508,153071.32456,2750144.1832799995,211534.87057,1178567.68816,1545836.25059,184356750.01339,15035621.409030002,647085.12936,0.0,9952182.486869998,442769.48433,95256.7819,1057041.67917,1302187.1147899998,32023.6064,595010.86954,14524576.69307,330696.993,625684.1792,705962.9338499999,2607027.722,3351230.52183,238762.15927,400418.032,1512211.05142,34091.96728,105765412.21783,15794067.54665,800673.11214,6994706.04452,157298.52459,733839.63745,2610710.67208,3730062.29508,569037.3743400001,19251232.27792,125127.86885,907169.44303,15672796.746739998,130699.52578,2942855.46333,195533.37247,100104.5085,50776587.30277,46901885.21936,9823188.893460002,310705.73771,3200196.2228
2020-04-01,750909.83606,149328.23979999998,98001.6094,221621.47857,175265.90503,195157.37724,677659.65743,399356.62061,633804.96691,392079.91261,1201180.50789,1501131.148,261290.36412,407351.25554,140122.40451,12016.17488,54057.70493,197619.2737,1456473.95064,188012.37537,719757.01658,861694.4709300001,188580259.32549,17020672.4071,348361.81497,0.0,5248994.97816,392727.50251,0.0,1109481.08002,630424.50599,43009.39894,589052.89296,11656001.35059,275232.2405,552557.8533000001,1022396.01717,2451682.721,3560730.25002,212950.31775,200215.847,1304550.21722,52053.82514,104019869.09982002,9915859.8647,633228.04092,2286994.97781,0.0,609829.63368,2348212.1247,2703688.52459,341419.97739,15137804.41931,65014.2077,580389.08105,12528591.42131,127395.31852,2487553.98416,209615.56546,140030.6012,44610469.80478,42687782.99927,4872555.477550001,285234.42633000005,3415937.1965
2020-05-01,900775.95628,170898.55894999998,306033.51147,427618.59497,214439.0696,155031.96718,673361.8378,441217.91263,709109.7957499999,302179.79386,1037366.82466,1600338.798,298425.47634,544544.2498,180036.06555,0.0,60012.5683,207806.67936,1686543.5410099998,190819.52592,1046234.87946,998245.45441,204257329.35551,12099396.83827,441477.62198000005,0.0,6600663.71051,374493.22858,0.0,739398.35823,580098.87659,20013.1148,607278.8225300001,13218399.99499,300240.438,405084.48523,1104688.23942,1400305.774,3411042.79966,178620.41944,175035.519,1394631.44524,33006.611990000005,108016759.41289,9263556.89778,597503.90598,3680445.54954,50008.19672,776587.01743,2096191.318,2570561.74863,495560.1617600001,18096390.3244,67010.98361,387926.78978,10374327.87823,157134.66631000003,2501908.11949,206841.02268,137024.09836,50148125.73714,49851336.32936,7375011.01226,281411.5765,3757511.6234
2020-06-01,900565.57377,210558.89268,249887.54145,418594.52595,226510.14566,150093.44229,1410841.78129,516271.33723,715149.61912,275043.84167,1490066.90262,1550991.806,277925.77652,658926.2503699999,220124.58957,0.0,68040.8196,227263.68869,2277571.89005,211243.15296,1252396.75119,1115231.3764,210901216.92628,13608296.342440002,587809.1606099999,0.0,8668369.76269,428703.0466,0.0,791283.8782500001,1220706.35351,0.0,669383.53253,15212397.42809,333856.15984000004,525338.10369,307992.19943,2701769.661,4274410.93564,219036.66768,225131.1475,1709563.3816999998,14009.18036,111255148.88887,9412480.12972,622377.04125,4377724.306229999,0.0,804665.57335,2069127.81818,2781822.9508200004,486830.30745,21577673.07009,277134.04294,654039.36327,13360998.09328,220404.06713,2746036.71393,211326.7988,60029.508,55777411.13874,56492135.57534,9733956.45749,289971.30655,3560069.9659999995
2020-07-01,750614.7541,133279.43582,467963.09045,375595.67822,230601.41239,260083.3329,1154114.8771399998,613940.76425,761655.48421,312988.64886,1329306.96247,1400874.314,266002.55172,840509.0487699999,271181.23531,5000.683050000001,50037.5683,212438.2523,2724574.75776,217165.68042,1241762.5705799998,1113575.16888,195472601.98639,15557045.90767,764449.7864100001,40000.0,8390238.65332,426271.74986,0.0,868056.35475,1050587.35944,0.0,1056918.56976,16633035.65929,503363.90949,564716.00307,425797.23853,2401966.944,3983736.24853,228047.20842,180113.38760000002,1650420.9045999998,33018.85239,110997087.04092,10569468.19894,665705.07181,4417559.6334,0.0,822115.7755,2477926.76124,3122557.37705,544059.9914299999,24229406.39626,268161.42935,818544.04641,15738132.73554,273745.79438,3129678.90192,238401.84482,112015.30032,55266174.11674,55782436.329490006,10298127.14708,289131.35382,3354084.529
2020-08-01,740349.72678,126173.42542,518231.59117,341443.08355000004,224503.09159,90013.93446,1270330.0789,711924.99655,723789.85785,757036.63965,1085688.34615,1950304.6375,278643.03352,697190.20452,295858.51258000004,19015.16396,52008.36065,331992.46028,2285291.41112,217029.93374,1594446.6806400002,1373463.96936,196699310.78864,14890307.42924,480199.35621,60000.0,6236146.59674,464005.8624,115016.79842,1002603.19444,1800282.67367,10004.0984,550990.2243,19121059.95265,613248.02204,449891.33727,374450.14638,2900450.669,4084076.75353,370542.10576,175026.63874999998,1560052.33475,32004.64472,115743982.247,11284252.62136,595747.37752,6227844.334520001,70010.65574,1056970.28285,2611610.87311,3770618.03279,650657.2658,21399903.04564,263020.63014,1051582.36643,15053322.05579,346391.63099000003,1385537.16848,335061.32076,123016.80328,57150035.71294,56407242.74879,10236660.7748,306527.41888,3662741.1862
2020-09-01,680404.3716,121050.39579,315393.3880200001,315949.50865,282714.69791999995,210054.64446,1069175.93708,544224.62035,855778.98525,593922.36902,1252778.22556,2313529.67404,263368.67263,576319.55729,291803.47267000005,44011.06549,50032.78689,315424.12255000003,2770313.1683,215540.38777,2249958.8935800004,1270969.48099,199877640.38164,15856125.15901,437113.24783,45000.0,6457264.84135,435585.5843,120057.91208,1526203.63473,1100721.15562,0.0,296209.82602,15669349.88078,786363.41029,319237.80092,457165.00128,2001311.2,4250627.934239999,432931.73132,125081.9675,1462831.41688,27011.47542,106343286.5751,10989917.73128,560725.8620399999,4703028.56895,50006.8305,1071279.87265,2246419.45843,3202098.36066,726275.717,20990060.108820003,450357.85167,827732.5417899999,13157524.458090002,314359.57224,2960758.65518,334457.04011000006,310083.87932,59298262.75930001,61887831.41636,10469066.74587,289668.70305,3955161.2898
2020-10-01,680668.8524600001,73599.84203,355709.3952,342702.12398000003,426807.47589,320162.2946,786179.81622,515834.42761,862854.0829800001,1281723.58788,1568634.18178,2062905.23888,258709.76293,587890.1898599999,344483.41352,14012.02184,40005.4644,289113.01738,3293379.16237,213409.06784,1324011.95449,1543877.53719,209124396.353,15065284.66481,184090.0624,110000.0,6349818.597259999,411985.6991,185076.08956,1648247.19053,1641155.6801,28003.82508,568267.78255,17784054.79178,872714.17001,263752.16608,458982.98801,3002950.68,4564323.99633,459225.52994,275122.26775,1666974.9223000002,61013.41521,112264798.22764,11250572.66027,424056.07736,5652258.6172,70043.44256,1097415.94987,2252797.44019,2502459.01639,876750.49126,23993309.35322,829977.81047,952476.20551,12918749.4807,322547.80672,2462290.04723,313363.747,192413.83495,67132947.20186,63362919.88632,10657666.95706,274280.20941,4529387.6068
2020-11-01,800389.34426,119878.55218,407572.79902,472927.7956200001,407789.77064000006,300092.89638,1039249.20095,201272.63702,802216.2554599999,1387764.54096,1253225.69235,3279970.4160700003,277913.0646,769148.2727,275261.63548,12008.60658,79025.7377,328848.46318,3693443.54108,253777.65556,1575918.59802,1690760.4117900005,217279469.00031,13105289.15765,368232.95133,87000.0,8162046.59599,512230.423,180055.72094,1707184.0401999997,1300426.06759,30012.2952,500358.20863,19489146.41894,913155.91171,352516.74829,376697.57306,2450802.963,4557714.52158,443120.39793,250079.235,1348582.03728,50014.2075,111916895.49088,11000531.99853,593844.36844,5886212.4869,126038.79782,1184854.09648,1627796.78714,1950639.34426,852796.6222499999,20186737.20015,978167.67863,1142260.26389,13422612.112629998,363486.10331,3496290.43208,354060.72415,270921.14024,76767132.22023001,64558298.87864,9762829.94174,298708.56396,5248136.242399999
2020-12-01,600393.44264,87196.41626,442759.83799,497953.20573,414388.13298,380103.82451,1269341.1309600002,387300.3347,817067.7946200001,1710928.76038,1173958.58616,3371799.35876,260077.28177,788974.7181799999,353679.31363999995,6000.81966,72047.21311,338515.11105,3813377.80122,291436.45492,2710495.69279,1168549.88486,220704239.86633,14579106.37729,393177.69787,75619.91738,7756584.255580001,343144.7828,209606.29179,1789243.41807,1120412.49621,64016.5208,389993.77447,18216189.47514,1072526.01319,403134.74398,745561.5449399999,3001447.81,5271887.322579999,326058.96510000003,150098.361,1454451.14211,42005.73762,112025097.41967002,9620631.63146,706845.72752,5246857.387370001,154067.75943,1143636.86371,1806249.51013,1601049.18033,967194.28134,18240349.15867,1068417.3061199998,1400255.9629700002,13870866.59885,321872.91273,4316578.82924,352044.86286,290518.79339,80358928.65166,61404810.29666,9903651.89479,285475.84317,5452683.48492
2021-01-01,585165.9836,136407.1213,912585.48306,609024.8501,511513.14532,690085.75211,1375058.9304300002,847599.94135,972774.30222,3529340.28188,1655681.3627400002,5351959.91272,358174.93306,1404099.00781,476751.47209,21017.52117,120024.04371,444237.53071,5044268.55671,355004.63145,4213625.17371,2405387.23019,246443103.53007,16551612.71613,624284.56664,185683.37677,7335544.00548,486993.7121,148216.89688999997,1647460.89073,2740589.88768,70045.15802,764157.50677,22447647.465230003,1006764.29632,522549.11336,777082.58043,3641426.268,7387517.964950001,413161.26856,525109.9722500001,3167833.64423,100013.661,127422704.37906,12502721.23311,963392.72514,12166044.22558,255187.40035,1514951.01736,2794872.82266,2030665.57377,1123303.84005,29676457.84169,1293189.05329,2050078.27644,20274341.09887,590728.31654,7056353.98065,353645.59315000003,782174.54505,86528346.69036,51986301.37287,13824574.61938,426222.31958,10635939.96895
2021-02-01,350053.42466,146127.64935,356564.33708,406304.4888,510369.58252000005,1122233.65638,1275544.0729,666237.4675,1013268.18673,3943068.2427,1668539.6752100002,4629127.21472,299623.10698,972474.0642,337869.43539,41035.34236,93041.83567,489422.97403,5304804.3439,235753.06592,3715491.82344,1586155.9281799998,235778916.10781,17251468.421889998,881393.2948099999,90764.28421,9038251.62942,416806.2089,158900.56035,2262445.1438300004,2566421.5172,145047.25623,766339.77444,20069105.126710005,944293.41739,362556.3738,699521.02042,2596355.592,6938711.186199999,386051.00609,350160.27400000003,2481628.66661,65026.7124,128189922.94432002,11257977.71782,1069889.48865,10047940.38908,158074.58257,1406256.62838,2590992.7280200003,2151057.37705,945088.69176,29554538.253290005,1453808.6300799998,1560508.58744,21160512.69658,573542.0809999999,5913143.917729999,357260.45198,603318.4936599999,88099322.49204,51306186.54289,10408238.699500002,404452.85295,11909460.22094
2021-03-01,350049.31506999995,136329.23493,437054.59066,400094.2153700001,713301.75294,1115489.10144,1309301.34826,663362.27407,1010936.89416,3131548.47618,1734083.5292899995,4341559.6237,321178.87466,1118695.93095,352806.82924,32027.94512,58028.1096,611378.68786,5739700.7282300005,290230.54620999994,3953580.50792,1471925.2293900002,234128849.20167,16567937.229819998,652602.7821,82167.98271,8498952.369830001,439429.5526,347418.51582,3000906.69974,1686357.7812700002,149047.17346000002,814673.0645999999,19369074.08956,1070579.03841,331584.93766000005,874279.39271,2300196.1,6681874.83981,497669.21769,450201.37,2476223.08993,107813.8173,121497284.56453,13064993.36191,1103327.60649,9081667.22768,133582.61912000002,1316999.6834300002,2214433.57948,1450715.06849,994278.91321,29373212.54529,1637017.2749299998,1661820.07433,20905192.56701,567622.7116899999,8027656.73171,355432.53627000004,833776.17726,90954954.79262,57512821.32031,9662914.921510002,394116.14885,11927863.45822
2021-04-01,237083.4528,123958.4038,247738.28244,286180.91251,517361.42945000005,1370056.91811,1287524.92624,664511.50551,827162.89336,4096211.85359,1624014.52931,5549754.44471,286577.18015000003,1060351.12787,410355.856,18013.67124,55054.17806,781318.5386900001,5290968.063289999,361174.34348,4157500.68886,1535059.58515,230630404.09855,17918837.84471,1057877.3902,60638.89712,9510444.31965,425378.403,383354.15434,3093875.15903,1689278.05142,179109.56681,1182714.83267,22979917.35882,1300111.05827,291762.93523000006,1452754.33679,3451660.12402,7002089.218319999,604537.70282,150160.27349999998,2422016.8867,65381.91195,128983828.45654,13559632.58326,1219361.88117,8616507.7017,90315.1338,1289958.53993,2631745.3578200005,1431527.94521,1329448.29128,27898412.44247,1920820.92009,1645407.1513899998,23614763.84891,569294.13925,8422944.74447,356644.0758,784699.75372,89950184.38907,53406387.28476,9610162.20975,426658.74612,12324252.93536
