Date,"А - БАНК",АЛЬПАРІ БАНК,АЛЬТБАНК,АГРОПРОСПЕРІС БАНК,АСВІО БАНК,КОНКОРД,ІНДУСТРІАЛБАНК,ЛЬВІВ,БАНК 3/4,БАНК АЛЬЯНС,БАНК АВАНГАРД,БАНК КРЕДИТ ДНІПРО,БАНК ФАМІЛЬНИЙ,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,БАНК ГРАНТ,БАНК ПОРТАЛ,"Траст-капітал",БАНК УКРАЇНСЬКИЙ КАПІТАЛ,БАНК ВОСТОК,БТА БАНК,АКОРДБАНК,ГЛОБУС,ПРИВАТБАНК,СІТІБАНК,КЛІРИНГОВИЙ ДІМ,КОМІНВЕСТБАНК,КРЕДІ АГРІКОЛЬ БАНК,КРЕДИТ ЄВРОПА БАНК,КРЕДИТВЕСТ БАНК,КРИСТАЛБАНК,ДОЙЧЕ БАНК ДБУ,ЄВРОПРОМБАНК,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,ПУМБ,АЙБОКС БАНК,ІДЕЯ БАНК,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,ІНГ БАНК УКРАЇНА,КРЕДОБАНК,МЕТАБАНК,МОТОР-БАНК,МТБ БАНК,ОКСІ БАНК,ОЩАДБАНК,ОЩАДБАНК,ПІРЕУС БАНК МКБ,ПІВДЕННИЙ,ПОЛІКОМБАНК,ПОЛТАВА - БАНК,ПРАВЕКС-БАНК,ПРОКРЕДИТ БАНК,РАДАБАНК,РАЙФФАЙЗЕН БАНК АВАЛЬ,РВС БАНК,ФІДОБАНК,СЕНС БАНК,СКАЙ БАНК,ТАСКОМБАНК,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,УКРБУДІНВЕСТБАНК,УКРЕКСІМБАНК,УКРГАЗБАНК,УКРСИББАНК,ЮНЕКС БАНК,УНІВЕРСАЛ БАНК
2021-05-01,407036.24071,140173.41956,345594.4278,325434.22096,400339.32088,1832383.9617,1309491.0563200002,288055.1517,825665.40019,4225833.08878,1648824.18104,6381591.79066,334629.22981,1309469.92276,372102.2746,23028.69868,58011.69863,741044.09473,4588349.422169999,420361.73354,4556024.88279,1368908.58387,230888067.59377,17305734.21149,1183175.5063,55673.39712,7112921.852739999,726421.806,370166.25803,3037893.9679,2395056.10197,185103.07045,1300359.9387200002,22757864.21384,1227635.3731999998,140015.04591,1497292.14929,4903029.06182,6049134.64648,748908.3718000001,230190.3088,2218554.7928,100899.03946,135696518.24919,11941925.87801,1077301.13382,9322022.61003,112616.9827,1398253.8734000002,2554862.22403,570117.12329,1334781.10386,28236358.94738,2300503.044,1670806.86401,23413149.12762,729231.1674800001,7578108.327140001,324850.41229,1037320.31511,93974041.18643,54893760.97057,9658185.06993,433272.28103,12911124.19
2021-06-01,507350.5508,127759.8745,300730.45254,314955.73369,463361.06605,2815482.55019,1316625.761,537080.18368,821882.9371199999,4658315.83414,1800213.2874500002,5887056.63343,277923.2553,1484190.4079,468419.5124,32024.60276,72052.7397,794682.38428,4782011.88783,419972.83151,5413532.24402,1121607.90855,222678182.06962,15829556.49838,1161426.4306299998,55827.08077,10296248.33179,426684.5752,514356.46623,3129901.0052500004,2689556.21904,202093.89526,1102967.5662699998,18911686.1758,2457824.67393,209211.21718,1529604.70345,3939350.013640001,6118689.54365,760873.39793,262823.654,2411395.78637,97138.05176,131266185.43498,11672025.35715,918124.21929,8748847.00642,90837.93956,1412687.78944,2478851.2237,1351109.58904,1271144.5236099998,27681391.54469,2274202.87219,1524629.28301,25870174.49593,800828.93808,7064278.400450001,315111.38208,982709.7557,90419082.53874,39778787.03651,10938976.52488,654486.16185,11148705.783830002
2021-07-01,590174.93152,142510.59812,180141.50927999997,274017.35446,472954.29037,2371766.45703,2009595.5076,732094.7337800001,1231165.99115,4564234.65817,2224126.55195,6378993.785010001,282006.33547,1431297.1935200002,682533.6024,37038.09596,61201.62075,730869.1366999999,4538792.94527,403241.8015,7294795.71675,1980075.60269,215582776.5608,14365509.38665,1023061.04717,100000.0,8114170.35395,704328.916,471029.73716,3260588.60109,2544393.61406,215143.7552,981930.90598,20649418.41312,4791778.59502,217995.09274,1747210.8484300002,4649187.85463,6203847.22127,822671.39268,288725.754,3501465.48932,94203.26152,123204076.17485,8451725.247480001,648363.32026,9125983.659209998,169069.06894,1231601.9136299998,2209712.37888,480591.78082,1420610.45285,26685421.00751,2364598.1435900005,1719122.86338,27062674.06416,1210489.64319,7014622.10396,424145.31168,1068394.06147,92185377.81978,44358007.71152,13283383.10902,853215.6921600001,12307881.12985
2021-08-01,800161.64383,221258.02327,271087.47887,288260.38139,509825.50826,2957236.52006,1596358.2738,635468.15971,1406037.93111,5637367.822480001,2294082.75172,6941533.122130001,316943.15639,985762.50512,622195.4768000001,12006.90408,137185.03411,698525.0663899999,3731879.88595,430091.92531,7559678.62359,1604355.32715,214961133.82804003,17288519.06003,880209.88753,130000.0,8141725.252520001,396778.42040000006,496591.69821,3374355.11133,2964999.20816,268201.78512,894297.50795,26342354.68559,3719392.97885,302169.47031,1750279.78481,4616439.16,6086639.21701,829664.95816,450089.5969,4185170.2973700007,62642.49512,121915102.33683,8255055.429229999,1003736.09645,8395840.748739999,123121.42466,1250948.46717,2398258.42467,1271001.64383,1554790.8799900005,26338370.79331,2512684.7098,1737287.9909799998,24390950.08962,1333548.78381,6265425.59998,424984.27873,1056164.0284099998,91151727.81797,36293481.39292,12576901.36525,831126.32,14287072.9164
2021-09-01,841348.7671599999,189019.92132,251762.95662,333322.96076,431402.9266,2956847.54402,1611778.11516,545261.72063,1238423.395,5297518.076710001,1976503.33331,6088345.23919,279703.71933,931873.30123,496573.1983,9001.72602,134128.96842000002,624375.6378100001,3973391.95676,430143.7435,7736748.40129,1193266.4846799998,208947197.5123,18926373.26702,1287979.3015,100000.0,5005468.32619,347882.7712,483693.6782,3449905.6885900004,2541357.32352,317323.54422,804711.22855,18215504.41971,3952386.82704,234777.29919,1703465.6617800002,4524730.282,6021994.55863,787802.7191899999,736241.62024,3717988.57378,58583.70848,112279547.25046,7984063.48373,895963.0445000001,7966623.23078,25050.41095,1171283.95019,2318694.91434,100109.58904,1377282.18539,22285453.30736,2756533.31449,1507350.29209,20864448.12139,1481879.8536000005,4855475.983410001,427545.99325,1041382.47036,83592762.59178999,32889257.049,11261534.19739,931722.48701,13958556.249759998
2021-10-01,1002078.76707,195737.2799,285224.54273,339213.21302,382881.2271,4245215.30437,1866932.88242,686630.16399,1178436.88193,4332191.59495,2171615.45893,6190958.282360001,284306.64762,1100981.69996,470875.354,0.0,175915.64611,757468.57976,4163766.6663,404615.13261999993,7740107.88321,1400609.27935,216008236.72784,18321811.17057,1020357.51447,120000.0,5430704.42399,402706.1836,430572.85745,3808974.6147500006,2420424.75622,466543.5652,901838.58507,23454210.66637,2628938.20732,363791.42234,1824636.2406,4633380.111,6576982.508589999,784306.56105,845484.88507,3658835.76588,49785.21416,120300253.94477,10282960.46043,1132948.12876,7444551.64933,0.0,1231762.96543,2572263.18592,1353667.80464,1432227.72232,22234644.97608,3012169.7203800003,1779280.85837,20683721.52134,1563882.6761199995,5984277.722169999,543667.47843,857345.46069,86003137.87432,30522623.9861,12397755.609800002,1147180.75512,15010204.7449
2021-11-01,1201091.77995,191561.6107,255056.29913,380168.00101,384374.12756,1940323.35174,2215601.11614,761979.47174,1242701.91886,4312321.5942,2135922.59571,9494819.79781,284612.06393,1158615.88709,457307.29736,0.0,215970.59366,824692.46031,4029006.89786,425208.35619,10145063.27456,1937945.8675,219663645.12088,21010571.12023,1411834.84277,100000.0,7792774.305469999,386214.722,384421.36121,3444938.00685,2466916.95545,491481.92636,800465.56834,24014832.2637,2880269.68762,373149.71338,2134399.97715,4597585.9734000005,6764591.4981,716609.18495,769160.1669000001,3946879.23094,95043.2288,110925503.59541,9615220.46315,1450295.49546,7470940.9511,45045.68493,1309074.84668,2341029.86289,1182421.91781,1573674.32014,24244882.0707,3121198.4826,1376158.48356,19596152.75997,1638645.76185,6915613.43258,540185.35601,904189.49986,81723692.2625,35657740.0004,12328892.61376,1244621.21079,14653495.6977
2021-12-01,1753231.50614,188442.70679,493791.76104,378142.44238,700563.53596,1936821.14247,2443317.06434,719096.36712,1330168.6574699995,5495532.52578,2097087.72685,9551886.2582,257804.31979,1312659.76264,483621.77292,2000.41096,227269.19089,616766.70943,5599611.129930001,374703.24561,11159042.183929998,2345412.70937,219160562.7306,21000404.94165,1171939.12613,185000.0,7385545.130649999,373653.0918,391137.5923,3108550.17517,2646709.73454,465388.05986,926454.05099,24820048.09727,2116523.95108,377533.24296,1829449.15688,4513228.8957,6921674.24522,726609.9277899999,754210.55924,3880603.84985,128030.4048,110087108.52912,11615333.96591,1364036.6607,9584119.144770002,35684.48207,1300910.52223,2611430.6197299995,1081991.095,1673631.85804,17452073.81722,3317754.64361,2037197.7441800004,19788673.24139,1663023.6137100002,7246774.545530001,609312.86285,1083461.65284,78100545.27814001,28872535.258100003,11295138.03323,1210226.93742,13943049.23073
2022-01-01,2321746.78528,179679.32369000002,797479.58987,491271.54785,531567.7049,1714748.32182,2904107.54361,1054633.83619,1273974.36142,6163444.74643,1918423.74177,10344001.19178,337503.01423000003,1977339.93222,817973.292,2001.75342,249163.59185,950459.6775,6118419.39508,365595.49754,11942225.089120002,5255264.09406,248381291.14712,19845911.85634,1567693.6794500002,229780.01691,7724233.032749999,872300.5182,596157.66641,3153404.85503,2797531.42093,420977.32053,853023.44229,32035075.85287,1873746.46684,438527.44462,2176694.06528,4608691.156,11416197.606850002,865567.0709400001,1183395.6566,5089222.37456,342596.60098,126429171.97558,14575181.62659,1941416.39574,19321639.51368,178975.05544,1681268.49804,3185486.25862,2142499.17808,2348136.03078,23126654.1165,3746050.051500001,2309819.57764,22706860.100880004,1895893.90271,10345541.06286,664560.13884,1646038.02888,81672783.74562001,32697989.823560003,13557957.08545,1305552.33134,19647779.81003
2022-02-01,1813939.97615,179597.38476,417654.44704,327784.29678,431456.43771,1603343.48348,2937669.49027,803539.98189,1187388.7341,5124466.44482,2281803.6381200003,7864836.225920001,283599.47874,1964030.68467,581065.4328000001,7001.72606,260264.39077,923064.28128,6659833.00855,378947.88928,10355794.12099,2629774.74616,229333225.51555,19714312.4837,1473833.77641,101289.10824,8784437.12147,601326.0108,356810.6401,2866527.44461,2015217.53001,280420.96349,875900.6732300001,30136236.78497,2637095.0089,386638.62732,1883302.53743,4762899.016,9088723.41698,845175.24131,1031929.96233,4158808.01868,328987.97263000003,112312730.23936,10422653.894050002,1597150.89541,16332818.94889,96382.15837,1388280.30472,2005820.4982000005,1954054.79549,1623720.1823,20388885.84611,3838200.36094,2039936.16596,23043261.13422,1839076.86985,10140182.14294,662459.3048200001,1430217.61247,74578355.71852,29258039.81291,11536320.41408,1108960.60253,15186547.26608
2022-03-01,1364552.47661,114528.675,167644.79491,475879.06873999996,74480.37635,2029403.45986,2779205.5657599997,601148.58859,1201398.06675,4623439.16789,2052722.66493,6406101.3428299995,245574.60192,2025020.49998,350817.21420000005,0,139894.08325,845713.2321900001,3372819.5656500002,340481.266,11003063.385890001,2037933.80728,217660286.31978,11771835.83701,1459629.03587,71869.86488,3541618.1593,287837.30000000005,305617.46624,2196301.9147300003,367342.59215,184685.24018,737291.0776199999,18291748.52067,1400851.2541999999,146568.83268000002,1524135.41589,0,6145609.52515,880453.9197399999,1152760.06778,5402664.80803,251366.90980999998,117197998.33511999,11325746.99639,1119047.37042,9455674.974769998,………,1343937.19398,1826314.57866,0,1370893.63625,24546722.85038,3774638.60189,963489.32437,11328808.41565,1779424.6179900002,6653944.61821,629559.10178,1033831.8341900001,73335080.7459,28839767.18593,7238143.1384,1069832.78539,10365228.82378
2022-04-01,2461832.8074000003,121319.50806,642189.40631,495294.87321,14443.89556,3142851.218,2559347.59323,490377.02426,1208302.46332,4479849.5678900005,2857330.73272,8674141.21356,243196.24133,1408167.5668499998,438734.57446,13003.20554,240638.48656,835882.92514,6064449.25295,280902.53208000003,10313367.79769,2037144.19729,226099030.24087,16417020.38946,1693483.01991,41273.43529,12252430.66352,387101.3463,274697.16549000004,2006314.72348,640667.16267,174732.47119999997,733687.17501,20273879.206090003,1397450.38733,172060.62851,2185924.14989,4251047.965,7010779.27733,809756.40286,1004540.51752,4211983.010679999,357268.70282,124666506.3014,16040117.4244,1860529.19911,8422081.923,21125.33324,1180905.43112,2409970.52997,1250308.225,1326160.24214,27546369.77608,3540238.99142,1014070.2886599998,18046036.12017,1773398.6257000002,7553792.766210001,600607.57555,876318.82818,68933508.01559,34627095.68357,20219835.11095,1307478.16538,22220452.09484
2022-05-01,1662208.21477,122610.9732,552722.2226099999,439750.95616,414781.22785,2002107.39567,2562707.22836,502074.22542999993,1211677.21974,4455377.33,2403628.1109,7971690.52731,268835.62297,1745928.1832100002,450676.5637,16011.83568,216757.7752,790967.9492,5301499.17842,265018.69085,10323276.31809,2132418.6783000003,234462408.48556,16719239.45737,1236297.6234,86623.8564,14268357.35797,363649.6615000001,246975.49485,2004972.95427,1193013.84062,197145.72681,607595.0,24904222.35579,1452721.96852,307605.82345,1503488.97984,4132036.7095,4791285.705150001,797927.7420099999,1059265.66692,4197799.43557,199860.93545,129749833.91887,16363936.77014,1864554.63132,8310636.46697,16818.68081,1113550.77172,2363927.85531,1180581.91781,1282320.19042,30182148.85263,3622517.99586,1093572.6629,17322383.91557,1740313.92357,8648361.85114,605576.81662,712741.3019900001,73547965.46152,34293335.99853,22639773.18129,1258856.93738,24124538.90062
2022-06-01,2362926.37308,171711.56996,457828.29435,295199.34997000004,357476.26326000004,1895975.5259,2399218.24347,513530.54341,1243391.04518,4424090.390000001,2375687.91938,7465368.898709999,257556.93402,1742891.8941799998,579945.60042,16003.94528,221054.49418,777421.5780300001,5043859.55251,270402.88131,9547766.11961,2211187.23551,246773553.29208,16145288.915599998,1143542.51931,70000.0,15715498.7607,370260.1147,372464.6763300001,1904701.21186,1415782.54888,175043.1515,594680.73,23423769.27575,1938600.55141,463093.16018,1803581.1514,4010988.7858,4727240.12882,730551.83095,789646.3497599999,4018181.97844,252088.5725,123847614.71985,14516932.84451,2181955.35614,6340853.09505,0.0,1071927.57079,2230517.10205,700172.606,1196596.3773,32240531.16033,3618677.10314,1388059.86738,15666450.6768,1795901.13844,8878641.734590001,589326.7974599999,661922.1112,73196780.94394,24709690.23246,23267012.10377,1126550.40549,26163938.93434
2022-07-01,2814379.97771,172897.93468,332119.74216,365491.19131,372720.71068,1220163.6238000002,2206216.5269500003,676276.2651399999,1287763.37166,4457622.16,2872739.22732,7827251.577479999,269714.90854000003,1278892.31192,558816.85401,22013.86308,232146.19248,800258.7473800001,4101715.999510001,279666.61388,7677584.1269,2951588.26073,268097360.29153,19724771.75791,1138764.99804,130000.0,14066635.34645,411909.0857,236323.98002,1922579.5808200005,1736093.2929,221139.26094,615343.4421,24593865.43092,1683757.6715799998,523727.18211000005,1416859.32703,4023533.79294,5285429.03308,695011.51873,831094.7134700001,3723958.6843,423645.3913,115565940.70202,16148941.30666,1166081.66938,5879541.68355,20012.60274,1061284.91464,2203773.13853,950598.633,1063481.28243,31771605.5592,3592262.3351000003,1420437.6089100002,15193506.24543,1549317.8679999998,8239741.470729999,574657.72512,819860.1864700001,63734889.1848,25065681.97674,26221036.00052,800049.3576999999,23395835.19157
2022-08-01,4064980.33045,170168.52977999998,272206.48964,262283.58322000003,283534.98603000003,1066656.4763,2127721.3291100003,690809.48674,1244148.78565,4464480.65,2790495.1482,5091453.717540001,275563.58371,1293351.61619,599326.07181,9017.10369,234442.35594,876757.94996,3066210.78916,286501.29103,7410660.55296,2538619.22011,290565337.93424,24337325.48288,1224693.57216,130000.0,14504453.24469,440908.88735,239122.06119,2251627.33675,2003780.81995,246465.04086,612243.48246,24487566.376690004,1396478.78729,697190.10576,2049983.6559800005,4879206.2967,6469295.140389999,684902.89386,950313.04831,3521081.6409599995,262070.28412,115029189.71604,16252735.71676,925841.62244,6130293.61033,42079.39722,1098943.12584,2577779.5975,300567.123,996399.86527,35123866.96662,2885955.86016,1813414.04895,16006697.45061,1466706.0292,9076240.50201,512610.92092,641521.6653999999,68449076.19624999,24841739.58503,28804128.72252,572585.52,26377200.64041
2022-09-01,4065670.98795,171721.96966,296882.67134,266999.20515,173109.01422,1385307.44,2087427.94705,747271.26646,1097402.55126,4819998.23235,5331011.04356,5694477.346520001,268246.02628000005,1366677.19123,531249.98754,20012.6028,213134.21982,986501.49742,3327347.34072,199228.43971,5763299.82943,2283374.3080900004,291392775.97773,26710877.34048,1370388.42953,175000.0,16396148.69747,405255.2067,92033.80978,1836881.56234,2261424.1164,255160.6857,658563.2984,22016349.39,1605299.73525,613556.84142,1802579.85594,4768002.6171,7053756.56261,660879.12131,738384.99909,3856082.46815,276964.26072,113337122.29848,17897617.68058,955591.03501,5299595.02251,11006.93151,1184840.1777,2348476.601,1050661.647,927899.43565,34502462.47129,1915957.83843,1757559.93996,14794507.37994,1138638.69969,6341816.07392,372364.34852,611369.27054,64220544.60042,23530907.06268,29401717.9273,791847.26687,25700348.51321
2022-10-01,4066311.88045,169883.38258,368431.3853,447365.80932000006,218137.37052,1554955.4837,2113700.13836,1005001.00178,1357806.8440299998,4784247.44446,4960627.878400001,6130493.18395,285198.17813,1664130.64679,511571.76288,13024.57533,216136.11024,915819.19696,3423802.08776,190875.76628,7231457.01528,1996105.53754,296011313.13106,26632890.39948,1512256.33629,185000.0,18364861.91056,483304.35762,222652.05853,1759445.4835899998,2571618.43666,297561.45177000004,684267.0712,24440068.00333,1249516.9452900002,709210.73447,2048170.71342,4689953.46618,7281735.03661,655532.80265,792917.1493800001,3936186.15062,194152.21938,121116109.55926,20607771.42217,1085926.20579,6783136.8579,30018.90411,1205915.69041,2576434.5047,1701071.23288,1121566.24995,39676139.40316,1381403.88064,2506219.39874,11038203.79984,990571.8039,4967525.175650001,247266.78527,855462.46108,68494197.40458,25037885.963710003,31649638.648520004,1108852.74642,26528023.120180003
2022-11-01,5067617.879930001,169757.92523999998,404812.28232,516775.22610999993,240151.2336,1573498.24257,2083822.0107400003,1313355.92493,1027725.59086,4920853.06828,6197015.71154,6222370.33416,278136.02555,1383889.84822,492103.88886,12007.56168,205129.1787,787617.5978,3946348.01565,201828.63169,6751528.6989400005,2412739.41124,318663949.29852,27802189.01387,311062.81563,255000.0,21347853.53936,490308.7686,216566.22534,2146533.27093,2801764.392,304191.56256000005,643810.76728,26152424.82168,1445537.2153500002,724838.40591,2742021.06119,4748990.64444,9376599.867,634166.16277,610825.2055,2979751.61592,193101.21938,122522353.75417,24914107.02447,1294360.34206,8242695.87686,50031.50685,1130622.77091,2842998.0384,2051291.787,1104232.6164900002,40773397.69713999,1156602.15805,2605384.17614,7785722.95442,1058446.78853,5909552.0745,210950.52933,723710.54608,77363239.93720001,30950312.653800003,35892855.25928,1685574.24325,26990347.59434
2022-12-01,5604772.83428,164223.69413999998,666349.98958,677779.3498799999,235148.0829,2531594.2542,1507332.96776,1078266.14414,1054041.68739,5429323.68324,8502626.20394,6714270.99886,285681.85501,1491505.58744,599377.4538599999,5003.1507,248156.27472,676474.20503,3786713.81919,201977.1211,6628055.59008,2148420.30916,310892240.8326,28895994.31982,1642622.63971,310000.0,23507174.91993,521328.30294,325204.7955,2437844.06336,3001890.4200000004,333209.83662,643569.7591,32848987.42658,1165269.95685,745450.73375,2378285.9352,5403402.756,6759490.75526,669442.44144,483081.4312,4093517.02486,434847.8434,134053693.30564,27508030.76354,1542014.20639,12274592.65045,42026.46575,1488840.2140499998,3022536.546000001,2601638.364,1339277.3584299998,41688531.84277,1097979.18294,2698470.06222,6529567.91163,1325778.382,5087199.9201,195620.94298,324055.173,77754686.80653,25883380.39146,37131822.44222,1472757.76034,28857620.32361
2023-01-01,6309870.191450001,165025.04927000002,1102159.2208999998,995271.97537,377475.12556,3354221.91567,1572254.3902800002,851461.75383,1257109.51793,4026772.09732,8776792.12885,7436729.769200001,325373.45093,1962595.98519,916993.21593,26049.15066,258325.14966,718533.89481,5589703.71133,199107.84988,7203818.24697,3888635.04419,339760033.70115,28119817.41376,2788086.3089000005,285000.0,25440456.66546,800006.9557299999,558703.01304,2345054.9614500003,3204031.61714,430812.8763,668334.11268,37611211.78442,770438.1757799999,751429.52532,2902152.45298,5707183.539,7343012.77436,846597.74811,439357.15236,2729402.6808100003,331786.85535,141547279.97476,31038211.43424,2114359.39785,18906520.62417,106133.58904,2197048.81537,3344209.3018,3204032.87671,1795175.75576,43305370.22167,1462991.86383,3704662.999,11657036.23213,1407792.27949,10087233.87159,193921.66683,1101232.95944,74164625.72149,28774243.8225,41911880.26955,1499062.55476,34349384.02409
2023-02-01,5160630.017980001,164848.908,646219.8682200001,1020863.34877,320201.6448,2891821.1046,1467477.8933,,1045452.04303,3205623.52699,9322419.56384,7698707.469219999,277746.21328,2071317.78948,820489.104,12007.56168,255183.23546,601071.81692,5022807.09173,211034.20477,6635674.704880001,3167128.23892,308255563.25671,30216465.71901,2434579.38017,226111.92218,24019918.08092,810510.4134,478469.1848000001,2283106.54737,3182003.8452,457287.97398,604992.9521,31930819.92148,2943082.21951,1066895.71095,2373701.01497,5703591.798,9109488.94422,733070.02018,493577.35035,2035808.77761,243740.4661,134013357.59368998,28952397.16418,2023748.78909,13620880.32635,143090.10959,1807719.88553,2951858.913,3071934.5298,1794577.50372,46886801.9723,1147394.33624,3702331.518,11034508.45824,1545684.31224,7701852.88917,192901.02824,1385676.92093,74828850.29623,25738366.00425,36938950.13122,1316609.25598,29907751.4345
2023-03-01,7351155.634289999,167464.27398,747088.60846,788809.6520100001,330207.9462,3001890.4200000004,751429.6180799999,,1104203.43927,4139428.79532,894579.8856,8731099.60779,288181.48032,2255395.86543,899609.73896,15009.4521,256967.61636,1106651.9915899998,3788954.03333,204918.11771,6965540.14514,3440884.07046,304969085.99603,29433936.18235,2565194.28832,215038.77407,25150478.13402,700441.098,427222.20027,2195211.46524,3051921.927,400252.056,654540.65588,28517567.92232,,634225.22527,3158021.68618,5403402.756,10183143.89343,705196.22201,520730.85770000005,2329941.9281300004,227683.764,146401869.53383002,28773598.195970003,1772386.7255700002,13229533.16208,155097.67123,1480135.99584,2501575.35,2551606.8570000003,1727061.85911,40597611.60277,1131409.85306,3512132.79968,14084395.88073,1513127.62825,6998827.67933,188828.90594,1070707.80074,85110425.89565,33058621.25102,34610583.408420004,1048635.83144,28779668.46922
2023-04-01,7294997.66365,167105.23338,580185.1603100001,695138.61225,490308.7686,1961235.06787,464416.92893,,1181074.29754,5698198.69981,718943.91649,10125319.72152,328206.68592,2503427.93454,874326.82598,1001.89041,256888.7042,1002687.65233,4556313.52032,194990.41682,6061889.58534,3108535.18122,309182880.19373,39084340.488510005,2211098.67429,202806.57728,26054173.71449,870548.2217999999,567497.66345,1419365.0217400002,3101953.42364,390737.2599,647137.99868,29471121.39924,,434613.96716,4031670.47823,5503465.77,12904510.9571,862366.7280100001,213705.67182,3254012.25464,199467.3598,131032200.29966,32024984.21819,2203324.2729,13790712.145,125078.76712,1433311.5665000002,2951858.913,2601638.35616,2242024.3604,34656972.32848,1112219.05121,3511394.84156,13805114.45574,1338661.3366,9814393.03677,194287.85232,989628.52867,90606061.11837,38065547.107140005,32521569.762300003,1465304.9412700003,30015571.216070004
2023-05-01,7977640.745320001,167274.52128,506153.39169,817240.69143,349115.06999,2279569.87277,532023.4696,,1349095.8460999995,5983173.91005,698885.95542,9171193.09773,316624.65892,1928369.16468,1001390.10363,9014.79456,209404.99405,841177.38121,6452658.21752,194289.04809,7677582.33944,3751592.80736,322591759.15314,30748415.2031,2276506.54337,259678.43666,29054384.60865,871430.1408,450876.02798,1334856.07777,3160186.3151100003,337015.37795,628258.9058800001,35474800.4388,,410367.21861,4863753.59695,4952712.3525,15498354.236220002,825439.13036,105876.72873,2479450.30355,255958.07934,135590266.07936,36075804.56951,2208396.3300300003,17423232.354650002,169267.94520000002,1672089.73739,3125128.7808000003,3573410.96854,2304895.4335,46226900.01491,1015664.38268,3696601.81631,15165035.1949,1478845.69378,9884684.43254,199395.07329,827944.98705,92338838.24907,54292740.33071,38831563.04734,1475299.86031,30329729.95865
2023-06-01,8801348.3314,163089.31584999998,665135.4199,900159.8319100001,379669.17958,2554901.9367400003,632938.7154999999,,1191225.3324,5953521.929049999,547676.5149099999,10071223.50903,307815.06983999995,2117128.97128,1095523.33703,10005.4795,205564.46403,592769.25215,7781363.71373,198683.71715,9482499.75783,4512968.99064,304697915.20234,38951218.97567,1833374.0478,229186.87968,32283226.26022,900493.155,569086.65631,1171584.0873,3401863.03,260701.61362,633078.2124900001,41196301.68895999,,265516.62913,5257911.79103,5417066.0055,15757462.45671,916796.5742,123938.54809,2575480.69658,189665.30475,134237843.05206,34032394.79272,2658824.06644,17156901.81716,132849.31506999998,1779078.27877,3501917.825,4006993.16002,2460987.14629,51029185.61134,1219477.13476,3695810.81573,15314979.82427,1555018.04323,12341496.15029,217367.0499,731797.49088,92608031.49814,55196583.19126,39779685.86478,1900239.26864,26723172.781850003
2023-07-01,9629341.1121,164089.8638,702106.77639,867656.12518,379606.16601,2560347.8422100004,645230.3468,,1112529.57892,4710824.059590001,458825.48150000005,9789575.88755,339817.26199,2498374.82749,1102817.20413,8013.150720000001,197085.80446,509519.23349,7255178.05366,191988.138,9396856.21371,4853486.141000001,318015853.97934,35956881.20719,2933054.90346,261151.62312,38211421.65465,960526.032,606946.5439299999,1169225.75093,3251779.85164,307205.20382,618609.01139,49023206.11896,,286030.72866,5850636.020339999,7037241.277799999,18793262.36731,925267.47438,142887.4669,4761651.6990600005,307410.55154,137529099.32449,32953024.792850003,2953167.5015100003,21939040.92736,152697.53424,1822258.38353,4178379.42607,3309221.36701,2680252.67468,53314359.972260006,1420623.53663,4501509.290680001,14373760.84002,1423877.7259999998,13400018.53801,231944.92768,1235068.9364699998,102714311.37119,49849834.5248,44458349.9424,2115831.21701,30523541.58511
2023-08-01,9125245.392879998,164080.87660000002,723449.63625,701097.6081,427611.69854,,773208.2191,,1181713.46677,4198463.90529,605118.4550900001,9885041.41872,298266.32898999995,2640834.9881,1205866.87395,10004.9315,203796.39031,662719.93246,7663263.0583,196024.83314,9293703.34405,5992429.96437,322209427.73018,38994024.96274,2834953.1077300003,294736.09510000004,38875630.85520001,1230606.5745,823030.1504400001,1186968.59478,3301627.395,290619.16505,202857.60361,53952742.18592,,495497.82886,6331947.367009999,7352944.69485,12386317.65615,857313.39815,359117.08941,4745443.139660001,263158.37868,147434591.90490997,37889400.72582,2831508.57551,19320393.73981,156299.72598000002,1834709.3908,3639733.04406,5698159.44226,2712896.06102,61124545.49878,1481152.9580700002,4511100.09724,17367406.86676,1468960.5599499997,14152468.09847,251803.56161,328576.74564000004,90413014.58233,54164468.81583,45744411.49381,2126982.84701,31110392.09133
2023-09-01,8992524.69221,162079.8903,576372.70764,872578.65028,494168.98581,,781493.4445999999,,819752.35071,4891426.947579999,747520.8190299999,10016050.85148,287177.06855,2404402.6966500003,1274516.60553,7003.45205,199640.728,460045.47183,8751314.948210001,211128.9072,10925604.81746,6328761.78092,315027901.36079,47916463.87177,2943719.01993,301037.36334000004,40148530.61112,1180581.917,638822.32233,1110418.05864,3401676.71,295255.05444,124046.09318,52260065.6773,,540932.5144199999,5053653.37395,9866005.21415,14724880.510930002,861049.61798,87370.04487,4101774.21111,289546.95558,148527161.65137,39660579.07474,3315888.0801600004,19395878.83161,180389.6164,1886289.47434,3548004.57142,5357446.69222,2750955.82216,61691583.65169,1462072.7918500002,5497376.06709,26394202.54864,1533261.11761,14434294.52618,269047.29058,181847.32926,86204986.17998001,47980145.95409001,47275746.98545,2268996.5213900004,30531685.95069
